id,show_id,type,title,director,year_film,rating,duration,listed_in,description
842,60034571,Movie,TROY,Wolfgang Petersen,2004,R,163 min,"Action & Adventure, Dramas","The love-struck Prince Paris of Troy kidnaps beauty Helen from her husband, setting the two nations on a collision course for war."
844,70053456,Movie,UNACCOMPANIED MINORS,Paul Feig,2006,PG,90 min,"Children & Family Movies, Comedies","Five disparate kids, snowed in at the airport on Christmas Eve, try to get back to their families and outsmart a disgruntled airport official."
845,80173150,Movie,WALKING OUT,"Alex Smith, Andrew J. Smith",2017,PG-13,96 min,"Dramas, Independent Movies, Thrillers","A suburban teen goes hunting with his estranged father. When a mishap with a bear occurs, he must his use his survival skills to save them both."
846,81168341,Movie,WEATHER FORECAST,Antoni Krauze,1983,TV-MA,91 min,"Dramas, International Movies","When a delivery of coffins foreshadows a harsh winter, residents of a retirement home escape their confines and rediscover the world outside."
847,81168346,Movie,WESTERPLATTE RESISTS,Stanisław Różewicz,1967,TV-MA,93 min,"Classic Movies, Dramas, International Movies","At the onset of World War II, a Polish infantry lacking firepower fight to build a strong defense and protect their peninsula against enemy forces."
848,80137461,Movie,25 KILLE,Simranjit Singh Hundal,2016,TV-PG,140 min,"Action & Adventure, Dramas, International Movies","Four brothers learn that they have inherited ancestral land, but must fight to claim it when a greedy feudal lord threatens to take it over."
849,81012857,Movie,A WITCHES' BALL,Justin G. Dyck,2017,PG,91 min,Children & Family Movies,"Beatrix can't wait to be inducted as a witch, but an unfortunate incident threatens to take her pending title away if she doesn't act fast."
850,70123116,Movie,AGYAAT,Ram Gopal Varma,2009,TV-MA,97 min,"Horror Movies, International Movies",A film crew shooting in a remote forested location begins losing members one by one to a mysterious entity that they cannot see or hear.
851,80190101,Movie,ANJAAN,N. Linguswamy,2014,TV-MA,146 min,"Action & Adventure, Dramas, International Movies","Mild-mannered Krishna comes to Mumbai to search for his gang-leader brother, and quickly finds himself in way over his head."
852,81024712,Movie,BATHINDA EXPRESS,Deep Joshi,2016,TV-14,118 min,"Dramas, International Movies, Sports Movies",An ambitious young athlete endeavors to revive his floundering running career after falling prey to negative influences.
853,70112494,Movie,BROOKLYN'S FINEST,Antoine Fuqua,2009,R,133 min,"Dramas, Thrillers","Three cops find themselves hurtling toward the same crime scene on one fatal night in this tense, edge-of your-seat thriller."
854,80215922,Movie,CHAPPAQUIDDICK,John Curran,2017,PG-13,106 min,Dramas,Senator Ted Kennedy watches his future unravel in the wake of an infamous car crash as family and allies vie to protect his reputation.
856,70113306,Movie,DELHI 6,Rakeysh Omprakash Mehra,2009,TV-14,128 min,"Dramas, International Movies","In the ancient walled city of Delhi, an American-born Indian finds himself on an unexpected inner journey as he learns about himself and his roots."
857,70113305,Movie,DEV.D,Anurag Kashyap,2009,TV-MA,137 min,"Dramas, International Movies, Romantic Movies","Because they come from different castes, the son of a tax collector and his true love are not allowed to marry, sending them down divergent paths."
858,80032472,Movie,DIL VIL PYAAR VYAAR,Manjeet Maan,2014,TV-PG,145 min,"International Movies, Music & Musicals, Romantic Movies","Agam Singh's brothers mean everything to him, so while he promises not to marry, he tries to get them to marry – but they want him to marry first."
859,81024703,Movie,DUSHMAN,Shagufta Rafique,2017,TV-14,141 min,"Dramas, International Movies",An Indian hotel waiter forms an unlikely bond with a Pakistani colleague when the establishment’s criminal owner threatens to ruin both their lives.
861,70181653,Movie,EK MAIN AUR EKK TU,Shakun Batra,2012,TV-14,106 min,"Comedies, International Movies, Romantic Movies",Bollywood stars Imran Khan and Kareena Kapoor pair up to play exceptionally dissimilar lovers in this lighthearted romantic comedy.
862,80048200,Movie,FISHTAIL,Andrew Renzi,2015,NR,61 min,Documentaries,Harry Dean Stanton narrates this documentary that follows two modern-day cowboys as they welcome new calves at Montana's Fishtail Basin Ranch.
863,81025884,Movie,FREEDOM AT MIDNIGHT,Tinu Pappachan,2018,TV-MA,135 min,"Dramas, International Movies, Thrillers","Jailed after becoming entangled in the murder of a cop, a prisoner assembles a team of inmates to hatch a plan for making a getaway."
864,80032474,Movie,HAANI,Amitoj Mann,2013,TV-14,137 min,"Dramas, International Movies, Music & Musicals","When a man discovers that he can communicate with his grandfather's spirit, it leads to two love stories intertwining 50 years apart."
865,80032476,Movie,HAPPY GO LUCKY,Amarpreet G S Chabbra,2014,TV-14,129 min,"Comedies, International Movies, Music & Musicals","Three sisters seem to be ideal brides for three brothers. But when the girls' father won't allow the marriages, the boys use trickery to pull it off."
866,70127589,Movie,HARISHCHANDRACHI FACTORY,Paresh Mokashi,2009,TV-PG,99 min,"Dramas, International Movies","Against a backdrop of burgeoning social unrest, a neophyte filmmaker makes history in 1913 as the director of India's first feature-length film."
868,80104130,Movie,JAGGA JASOOS,Anurag Basu,2017,TV-14,155 min,"Action & Adventure, Comedies, International Movies","An eccentric, self-proclaimed detective goes on an action-packed hunt for his missing father, with an awkward but adventurous journalist by his side."
869,80032473,Movie,JATT JAMES BOND,Rohit Jugraj,2014,TV-14,142 min,"Comedies, Dramas, International Movies","Shinda loves Laali but can't have her, so he and his friends come up with an elaborate plan to solve all their problems and win her."
870,70090035,Movie,JODHAA AKBAR,Ashutosh Gowariker,2008,TV-14,214 min,"Action & Adventure, Dramas, International Movies","In 16th-century India, what begins as a strategic alliance between a Mughal emperor and a Hindu princess becomes a genuine opportunity for true love."
871,81024713,Movie,JUDGE SINGH LLB,Atharv Baluja,2015,TV-14,137 min,"Comedies, Dramas, International Movies","Framed by a politician for committing murder, a lower-class boy hires the only counsel he can afford: a lawyer with no courtroom experience."
872,70117268,Movie,KAMINEY,Vishal Bhardwaj,2009,TV-MA,128 min,"Dramas, International Movies, Music & Musicals","A young man pursues his dreams of wealth by breaking the law, while his twin brother tries to better his life through hard work and honesty."
873,70211216,Movie,KEVIN HART: LAUGH AT MY PAIN,"Leslie Small, Tim Story",2011,R,89 min,Stand-Up Comedy,"Sometimes edgy and always hilarious, comedian Kevin Hart shines in this theatrical version of his record-breaking 2011 live tour."
874,70140322,Movie,KEVIN HART: SERIOUSLY FUNNY,Shannon Hartman,2010,TV-MA,67 min,Stand-Up Comedy,"With his unique hip-hop style delivery, African American stand-up comedian Kevin Hart expounds on life at a sold-out concert performance."
875,81024696,Movie,KHIDO KHUNDI,Rohit Jugraj,2018,TV-14,151 min,"Dramas, International Movies, Sports Movies",An embittered former hockey star must engage with the sport again to help his brother assemble a team for a momentous match against the British.
876,70303428,Movie,KHOOBSURAT,Shashanka Ghosh,2014,TV-14,121 min,"Comedies, International Movies, Romantic Movies",A free-spirited doctor is hired to assist an injured king and winds up challenging his family's tradition-bound lifestyle as she falls for his son.
877,81012407,TV Show,KINGDOMS OF THE SKY,Steve Greenwood,2018,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",Meet the astonishing animals and adventurous people living on some of the most spectacular – and formidable – mountain ranges in the world.
878,70125882,Movie,KISAAN,Puneet Sira,2009,TV-14,101 min,"Action & Adventure, Dramas, International Movies",A bitter family battle ensues between a father and his sons when a businessman makes a deal that entices farmers to sell off their properties.
879,70101039,Movie,KISMAT KONNECTION,Aziz Mirza,2008,TV-PG,145 min,"Comedies, International Movies, Music & Musicals","A man finds his lucky charm in the form of a woman whom he had once clashed with on every level, but on whose presence he must now rely to succeed."
880,70123121,Movie,KURBAAN,Renzil D'Silva,2009,TV-MA,147 min,"International Movies, Thrillers","When a young Indian couple moves to the American suburbs, they are shocked to discover that they've become enmeshed in a secret terrorist plot."
881,80152182,Movie,LOCK,Smeep Kang,2016,TV-14,90 min,"Dramas, International Movies","A disillusioned rickshaw driver in Punjab dreams of moving to Dubai, but his plan to butter up his would-be benefactor goes horribly wrong."
882,70229042,Movie,LUV SHUV TEY CHICKEN KHURANA,Sameer Sharma,2012,TV-14,129 min,"Comedies, International Movies","Fleeing London to evade a gangland debt collector, Omi Khurana returns to his native village in India, passing himself off as a successful lawyer."
883,70042756,Movie,"MAIN, MERI PATNI AUR WOH",Chandan Arora,2005,TV-14,129 min,"Comedies, International Movies, Romantic Movies","An ordinary-looking guy weds the woman of his dreams, but his jealousy threatens to destroy their union in this lighthearted tale of marital mismatch."
884,80187618,Movie,MANJE BISTRE,Baljit Singh Deo,2017,TV-PG,136 min,"Comedies, Dramas, International Movies","While prepping for a family wedding, a young man falls for his sister’s friend, who has already been promised to someone else."
885,81024704,Movie,MOTOR MITRAAN DI,Amitoj Mann,2016,TV-14,117 min,"Comedies, International Movies","When three brothers unwittingly get entangled in a murder associated with a fraudulent ashram leader, they set out to expose him to society as a fake."
886,80221498,Movie,MOUNTAIN,Jennifer Peedom,2017,PG,74 min,"Action & Adventure, Documentaries, International Movies","Featuring breathtaking imagery and thought-provoking narration, this film takes viewers to the summits of some of the world’s most amazing mountains."
887,70229047,Movie,MUGAMOODI,Mysskin,2012,TV-14,150 min,"Action & Adventure, International Movies",A martial arts specialist accidentally becomes a superhero when he steps in – in costume – to help the cops catch a criminal.
888,70229555,Movie,MURAN,Rajan Madhav,2011,TV-14,134 min,"Action & Adventure, International Movies","When jingle composer Nanda's car breaks down on his way to Chennai, he hitchhikes there with Arjun, who tries to rope Nanda into a shady deal."
889,70213515,Movie,MY FRIEND PINTO,Raaghav Dar,2011,TV-PG,100 min,"Comedies, International Movies, Sci-Fi & Fantasy",A bright-eyed villager comes face-to-face with the gritty realities of modern-day Mumbai when he sets out to find his childhood friend.
890,81018563,Movie,MY LITTLE PONY EQUESTRIA GIRLS: FORGOTTEN FRIENDSHIP,Ishi Rudell,2018,TV-Y7,44 min,Children & Family Movies,School yearbook editor Sunset Shimmer has suddenly been erased from the memories of her best friends and must find out how to fix this.
891,81018565,Movie,MY LITTLE PONY EQUESTRIA GIRLS: ROLLERCOASTER OF FRIENDSHIP,Ishi Rudell,2018,TV-Y7,44 min,Children & Family Movies,"Rarity gets a summer job at Equestria Land, making Applejack feel jealous. But when their friends start vanishing, they must work together to find them."
892,70114948,Movie,MY SUICIDE,David Lee Miller,2009,NR,111 min,"Comedies, Dramas, Independent Movies","After declaring that he's going to film himself committing suicide for a school project, Archie videotapes reactions from friends and family."
893,80190103,Movie,NAAN SIGAPPU MANITHAN,Thiru,2014,TV-MA,147 min,"Action & Adventure, Dramas, International Movies","After his sleeping disorder hinders him from protecting his girlfriend, a man sets out to take revenge on the thugs who attacked her."
894,81024729,Movie,NASHA,Amit Saxena,2013,TV-MA,115 min,"Dramas, International Movies, Romantic Movies","A teenage boy becomes smitten with his new drama teacher and pursues her, despite the perilous risks of being found out."
896,80032477,Movie,NAUGHTY JATTS,Pankaj Batra,2013,TV-PG,121 min,"Comedies, International Movies, Music & Musicals","When three different boys propose to a lively, strictly reared girl who yearns to be a performer, she agrees to marry the winner of a singing contest."
897,81024711,Movie,NEEDHI SINGH,Jaivi Dhanda,2016,TV-MA,103 min,"Action & Adventure, Dramas, International Movies","When her friend’s rapist evades punishment from the law, a determined young woman takes revenge into her own hands in this story based on real events."
898,81025908,Movie,PEACE HAVEN,Suman Ghosh,2016,TV-14,73 min,"Comedies, Dramas, Independent Movies",Complications around the cremation of their deceased friend inspire three septuagenarian friends to build their own mortuary.
899,70303495,Movie,PHANTOM,Kabir Khan,2015,TV-14,129 min,"Action & Adventure, International Movies",India's primary intelligence agency sends an enigmatic operative on a top-secret mission to avenge the 11/26 terrorist attack on Mumbai.
900,70303429,Movie,PIZZA,Akshay Akkineni,2014,TV-14,102 min,"Horror Movies, International Movies, Thrillers",A pizza delivery boy who doesn't believe in the supernatural is forced to confront his convictions after being trapped in a house on his route.
901,80084768,Movie,POOJA KIVEN AA,Nidhi Sharma,2013,TV-PG,122 min,"Comedies, International Movies, Music & Musicals","When a woman arrives in Mumbai and hires three spirited boys to care for her estate, she discovers they're more trustworthy than her family members."
902,70096752,Movie,RACE,"Mastan Alibhai Burmawalla, Abbas Alibhai Burmawalla",2008,TV-14,155 min,"Action & Adventure, International Movies, Music & Musicals",The plot thickens around two horse-racing competitors when three beautiful women come into their lives and a murder is committed.
903,70229046,Movie,RACE 2,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",2013,TV-14,139 min,"Action & Adventure, International Movies, Music & Musicals","In this sequel set in the world of horse racing, half-brothers Ranvir and Rajiv Singh return for another complex tale of love, greed and violence."
904,80084767,Movie,SAADEY CM SAAB,Vipin Parashar,2015,TV-14,131 min,"Comedies, Dramas, International Movies",Three old friends who have always hated politics are in for a shock when the friend who dislikes politics the most is somehow elected head minister.
905,81024701,Movie,SAT SHRI AKAAL ENGLAND,Vikram Pradhan,2017,TV-14,127 min,"Comedies, Dramas, International Movies","After several failed attempts to obtain a visa, a man desperate to escape Punjab pays a British woman to marry him so he can move to England."
907,70229048,Movie,THAANDAVAM,Vijay,2012,TV-14,156 min,"Action & Adventure, International Movies, Music & Musicals","In London, a mysterious blind man named Kenny appears to be an assassin who uses echolocation to kill, but there is more to Kenny than meets the eye."
908,80995576,Movie,THE BIRTH REBORN,Eduardo Chauvet,2018,TV-MA,91 min,"Documentaries, International Movies","Featuring experts in their fields and raw and moving footage, this documentary makes a case for increased autonomy in women's choices for childbirth."
909,70292836,Movie,THEEYA VELAI SEYYANUM KUMARU,Sundar C.,2013,TV-PG,132 min,"Comedies, International Movies, Music & Musicals","When shy Kumar gets stuck on the losing end of a love triangle, the Love Doctor, Mokia, has a strategy for Kumar to win the love of his life."
911,80141767,Movie,TIGER,Sartaj Singh Pannu,2016,TV-MA,130 min,"Action & Adventure, Dramas, International Movies","Imprisoned for drug smuggling as a child, a young man uses the law he studied while in jail to take revenge on those who wronged him."
912,70139542,Movie,UDAAN,Vikramaditya Motwane,2010,TV-MA,137 min,"Dramas, Independent Movies, International Movies","Upon returning to his industrial hometown, a young man must decide whether to follow his own dreams or acquiesce to his father's plans for his future."
913,70039175,Movie,V FOR VENDETTA,James McTeigue,2005,R,132 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy","A masked freedom fighter known as ""V"" takes up arms against a totalitarian government and finds an unlikely ally in a young woman."
914,70225597,Movie,VETTAI,N. Linguswamy,2012,TV-MA,156 min,"Action & Adventure, International Movies, Music & Musicals","This powerful Tamil action film follows the shared fate of two very different siblings: policeman Thiru and his roguish brother, Guru."
915,70123119,Movie,WAKE UP SID,Ayaan Mukherji,2009,TV-14,132 min,"Comedies, International Movies, Romantic Movies",A spoiled trust fund brat finds himself stuck in a rut of meaningless late-night parties – until he meets a significantly older woman and writer.
916,70150437,Movie,WE ARE FAMILY,Sidharth Malhotra,2010,TV-PG,119 min,"Dramas, International Movies",A divorced mother of three children runs a happy household – until her former husband brings his new career-oriented girlfriend into the picture.
917,80084667,Movie,WHAT THE JATT!!,Saket Behl,2015,TV-14,140 min,"Comedies, International Movies, Romantic Movies","A peasant from Punjab and his best friend pose as detectives, filmmakers and more while trying to retrieve stolen money in this romantic comedy."
918,70099118,Movie,ZACK AND MIRI MAKE A PORNO,Kevin Smith,2008,R,101 min,"Comedies, Independent Movies, Romantic Movies",Zack and Miri make and star in an adult film to bring in easy money. But their unspoken feelings for each other might threaten the whole enterprise.
919,81024705,Movie,ZINDAGI KITNI HASEEN HAY,Anjum Shahzad,2016,TV-14,126 min,"Dramas, International Movies, Romantic Movies","Two young parents struggle to keep their marriage afloat and their son protected amidst financial woes, career goals and clashes of ego."
920,80198771,Movie,26 YEARS,Geun-hyun Cho,2012,TV-MA,135 min,"Dramas, International Movies, Thrillers","Twenty-six years after the 1980 massacre at Gwangju, South Korea, three relatives of the victims come together to avenge the infamous orchestrator."
921,80062096,Movie,APRIL AND THE EXTRAORDINARY WORLD,"Christian Desmares, Franck Ekinci",2015,PG,107 min,"Action & Adventure, Comedies, International Movies","After the world's top scientists disappear, orphaned April secretly forges ahead with a family experiment and gets tangled up in a vast conspiracy."
922,70291096,Movie,BARBIE & HER SISTERS IN A PONY TALE,Kyran Kelly,2013,TV-Y,74 min,Children & Family Movies,"Barbie and her sisters set off on a Swiss adventure to the majestic Alps, where they're excited to spend the summer at a fun-filled riding academy!"
923,70130483,Movie,BARBIE IN A MERMAID TALE,Adam Wood,2010,TV-Y,74 min,Children & Family Movies,"Surf champ Merliah discovers she's actually a mermaid in a girl's body. With the help of a dolphin, Merliah must rescue her mom, the Queen of Oceana."
924,80031038,Movie,BARBIE IN PRINCESS POWER,Zeke Norton,2015,TV-Y,74 min,Children & Family Movies,"A princess with a predictable life finds herself transformed by a magical butterfly's kiss into Super Sparkle, a crime-fighting superhero."
925,80065930,Movie,BARBIE IN ROCK 'N ROYALS,Karen J. Lloyd,2015,TV-Y,83 min,Children & Family Movies,"When royal Princess Courtney trades places with famous rock star Erika, two worlds collide while both learn to appreciate new friends and experiences."
926,80112370,Movie,BARBIE STAR LIGHT ADVENTURE,"Andrew Tan, Michael Goguen",2016,TV-Y,79 min,Children & Family Movies,"A hoverboard-riding princess of the cosmos, Barbie must band together with a team of talented new friends to save the stars from winking out."
927,70165189,Movie,BARBIE: A FAIRY SECRET,William Lau,2010,TV-Y7,72 min,Children & Family Movies,"When devilish fairies capture Ken and fly away with him, Barbie and Raquelle travel to the glittering fairy world of Gloss Angeles to save him."
928,70197459,Movie,BARBIE: PRINCESS CHARM SCHOOL,Ezekiel Norton,2011,TV-Y,80 min,Children & Family Movies,"Blair Willows is excited when she gets to go to Princess Charm School, where she meets princesses Delancy and Hadley, and searches for a magic crown."
929,80095193,Movie,BARBIE: SPY SQUAD,Conrad Helten,2016,TV-Y,75 min,Children & Family Movies,"A high-tech spy agency transforms Barbie and her best friends into secret agents, using their gymnastics skills to bring down a cunning cat burglar."
930,70246439,Movie,BARBIE: THE PRINCESS & THE POPSTAR,Ezekiel Norton,2012,TV-Y,75 min,Children & Family Movies,"Barbie stars as a princess who would rather sing and dance than be a royal. When a famous pop star visits the kingdom, they decide to switch places."
931,80158155,Movie,BARBIE: VIDEO GAME HERO,"Conrad Helten, Ezekiel Norton, Michael Goguen",2017,TV-Y,72 min,Children & Family Movies,"Pulled into her favorite video game, Barbie becomes a fun, roller-skating heroine who's battling a sinister emoji that's trying to take over."
933,80063617,Movie,BOY AND THE WORLD,Alê Abreu,2013,PG,80 min,Children & Family Movies,"Young Cuca leaves his idyllic village on a grand adventure to find his father, who has traveled to the city seeking work."
937,80202503,Movie,FOR YOUR OWN GOOD,Carlos Therón,2017,TV-MA,93 min,"Comedies, International Movies","Three brothers-in-law join forces to secretly drive away their daughters' undesirable boyfriends: anarchist Álex, bad-boy Dani and playboy Ernesto."
938,80147971,Movie,FRANCA: CHAOS AND CREATION,Francesco Carrozzini,2016,TV-MA,79 min,"Documentaries, International Movies","A documentary filmmaker chronicles the life and times of his mother, Franca Sozzani, the editor of Italian Vogue and a fashion-world provocateur."
939,70257412,Movie,FRANCES HA,Noah Baumbach,2012,R,86 min,"Comedies, Dramas, Independent Movies","Determined to make it as a modern dancer in New York, a young woman pursues her unlikely goal with more enthusiasm than natural talent."
940,80172937,Movie,GENERATION IRON 2,Vlad Yudin,2017,PG-13,107 min,"Documentaries, Sports Movies","New-generation bodybuilding stars – including Rich Piana, Kai Greene and Calum von Moger – share their experiences competing in the demanding sport."
941,80118280,Movie,GHOST PATROL,Karen J. Lloyd,2016,TV-Y7-FV,47 min,"Children & Family Movies, Comedies",Two kids and their pet dog (aka the Ghost Patrol) get a call about an old manor and soon find they are investigating their first real haunted house.
943,80135360,Movie,I AM BOLT,"Benjamin Turner, Gabe Turner",2016,PG,107 min,"Documentaries, Sports Movies","Mixing archival footage with present-day interviews, Olympic champion and global icon Usain Bolt opens up about his athletic legacy."
944,70286355,Movie,I'M IN LOVE WITH A CHURCH GIRL,Steve Race,2013,PG,119 min,"Dramas, Faith & Spirituality, Romantic Movies","When a tough-minded ex-drug dealer falls for a beautiful but highly devout woman, their mutual attraction takes them both down a twisty path."
945,80150246,Movie,ICE GUARDIANS,Brett Harvey,2016,TV-MA,108 min,"Documentaries, International Movies, Sports Movies","This film explores the controversial role of ice hockey ""enforcers,"" as well as the physical and mental price paid by the game's notorious tough guys."
947,80017272,Movie,KAHLIL GIBRAN'S THE PROPHET,"Roger Allers, Gaëtan Brizzi, Paul Brizzi, Joan C. Gratz, Mohammed Saeed Harib, Tomm Moore, Nina Paley, Bill Plympton, Joann Sfar, Michael Socha",2014,PG,85 min,"Children & Family Movies, Dramas",A troubled young girl and her mother find solace on a journey with a subversive poet whose words captivate their hearts and imaginations.
948,80075828,Movie,MISS HOKUSAI,Keiichi Hara,2015,PG-13,90 min,Anime Features,"Herself a talented artist, O-Ei works with her father, Tetsuzo, later known as Hokusai, on the woodblock prints that would make Edo famous worldwide."
949,80095089,Movie,MONSTER HIGH: GREAT SCARRIER REEF,William Lau,2016,TV-Y7,72 min,Children & Family Movies,"At a Monster High party, Lagoona and pals are sucked into the reef, where she'll have to come to terms with her flaws and confront an old frenemy."
950,80208176,Movie,MONSTER HIGH: NEW GHOUL AT SCHOOL,"Audu Paden, Eric Radomski",2010,TV-Y7,23 min,Children & Family Movies,"Insecure new student Frankie Stein struggles to fit in at Monster High, where ultra-cool ghoul Cleo De Nile and hunky monster Deuce rule the roost."
951,80116741,Movie,MY LIFE AS A ZUCCHINI,Claude Barras,2016,PG-13,68 min,"Comedies, Dramas, International Movies","A 9-year-old boy finds his life upended when he's sent to live in an orphanage in this stop-motion animated tale of loss, friendship and young love."
953,80063290,Movie,PHANTOM BOY,"Jean-Loup Felicioli, Alain Gagnol",2015,PG,85 min,"Action & Adventure, Dramas, International Movies",A boy whose illness allows him to float outside his body uses his newfound skill to help a cop take on a madman who's terrorizing New York City.
958,80162195,Movie,THE FREE MAN,Toa Fraser,2016,TV-PG,84 min,"Documentaries, Sports Movies",Olympic freestyle skier Jossi Wells learns the dangerous extreme sport of highlining with help from death-defying daredevils the Flying Frenchies.
959,80106036,Movie,THE LION WOMAN,Vibeke Idsøe,2016,TV-PG,118 min,"Dramas, International Movies",A girl born with a condition that causes abnormal hair growth across her body tries to cope with the challenges of being different.
960,80198687,Movie,THE PRESIDENT'S BARBER,Chan-sang Lim,2004,TV-MA,116 min,"Comedies, Dramas, International Movies","The personal barber to the president, as well as his wife and only son, get tangled in the political chaos that gripped South Korea in the late 1900s."
961,80163353,Movie,TOKYO IDOLS,Kyoko Miyake,2017,TV-14,89 min,"Documentaries, International Movies, Music & Musicals","This documentary follows J-Pop idol Rio and her predominantly middle-aged fans, and their seemingly transactional interactions."
962,80162246,Movie,VERÓNICA,"Carlos Algara, Alejandro Martinez-Beltran",2017,TV-MA,81 min,"Dramas, Independent Movies, International Movies","A reclusive psychologist agrees to treat a patient – whose therapist is missing – at her remote cabin, where the women test each other's boundaries."
963,80112371,Movie,WELCOME TO MONSTER HIGH: THE ORIGIN STORY,"Stephen Donnelly, Olly Reid, Jun Falkenstein",2016,TV-Y7,73 min,Children & Family Movies,Dracula's daughter Draculaura sets out to create a new kind of school where monsters of all kinds can be themselves and have a scary good time.
965,80208413,Movie,WRONG SIDE RAJU,Mikhil Musale,2016,TV-MA,140 min,"Dramas, International Movies",The life of a chauffeur and part-time bootlegger takes a turn toward the dramatic when a girl approaches him to buy illicit alcohol.
968,80128277,Movie,BOMBSHELL,Riccardo Pilizzeri,2016,TV-MA,86 min,Dramas,"In 1985, when a vessel protesting nuclear testing is sunk in New Zealand, local police fight to prove it was a terrorist plot by their French allies."
969,80094453,Movie,CHATÔ: THE KING OF BRAZIL,Guilherme Fontes,2015,NR,105 min,"Dramas, International Movies","The romanticized life of media mogul Assis Chateaubriand depicts him as the star of a televised trial, where his passions and achievements are judged."
972,70153553,Movie,HARUD,Aamir Bashir,2010,TV-14,100 min,"Dramas, International Movies","A young Kashmiri man sets out to escape to Pakistan and make sense of his brother's death, but he drifts aimlessly until finding his brother's camera."
975,80098709,Movie,MUCH ADO ABOUT NOTHING,Alejandro Fernández Almendras,2016,NR,96 min,"Dramas, Independent Movies, International Movies",Carefree college student Vicente ends up in a desperate fight for freedom when a well-connected friend falsely accuses him of a hit-and-run accident.
977,80092849,Movie,MY BIG NIGHT,Álex de la Iglesia,2015,TV-MA,97 min,"Comedies, International Movies",An unemployed man gets a job as an extra at the shooting of a New Year's Eve TV special that's beset by crises and seems to go on forever.
978,80107372,Movie,MY LITTLE PONY EQUESTRIA GIRLS: LEGEND OF EVERFREE,Ishi Rudell,2016,TV-Y7,73 min,"Children & Family Movies, Comedies","The Equestria Girls, human teen counterparts to My Little Pony characters, head to Camp Everfree, where they need a little magic to help save summer."
979,80138584,TV Show,OLD MONEY,David Schalko,2015,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas","Backstabbing, blackmail and revenge consume the dysfunctional family of a wealthy patriarch as they compete to find him a new liver at all costs."
981,80106138,Movie,RIPHAGEN - THE UNTOUCHABLE,Pieter Kuijpers,2016,NR,132 min,"Dramas, International Movies","This biopic profiles Andries Riphagen, a Dutch criminal who blackmailed Jews in hiding during World War II and was responsible for hundreds of deaths."
984,80038288,Movie,UMRIKA,Prashant Nair,2015,TV-14,96 min,"Dramas, Independent Movies, International Movies","An ambitious man leaves his small Indian village for America. But when his letters to home stop coming, his brother sets out on his own adventure."
985,80109089,Movie,UNCHAINED: THE UNTOLD STORY OF FREESTYLE MOTOCROSS,"Paul Taublieb, Jon Freeman",2016,NR,92 min,"Documentaries, Sports Movies","This adrenaline-rush documentary traces the rise of freestyle motocross, arguably the world's most extreme sport, and spotlights its pioneers."
986,80061797,Movie,WELCOME MR. PRESIDENT,Riccardo Milani,2013,TV-14,99 min,"Comedies, International Movies","When frustrated politicians name a historical figure as the next president, an honest, humble man by the same name suddenly becomes Italy's leader."
989,70206821,Movie,A STONING IN FULHAM COUNTY,Larry Elikann,1988,NR,95 min,Dramas,"After reckless teens kill an Amish child, a prosecutor attempts to bring the youths to justice despite the condemnation he faces from the community."
990,70206816,Movie,ADAM: HIS SONG CONTINUES,Robert Markowitz,1986,NR,96 min,Dramas,"After their child was abducted and murdered, John and Reve Walsh fought to raise national awareness of the problem of missing children."
991,60022914,Movie,HARD LESSONS,Eric Laneuville,1986,NR,94 min,Dramas,"This drama based on real-life events tells the story of George McKenna, the tough, determined new principal of a notorious Los Angeles high school."
992,70206818,Movie,IN DEFENSE OF A MARRIED MAN,Joel Oliansky,1990,NR,94 min,Dramas,"A lawyer's husband is having an affair. When his mistress is found dead, he becomes the prime suspect – and his wife must take charge of his defense."
993,70206819,Movie,QUIET VICTORY: THE CHARLIE WEDEMEYER STORY,Roy Campanella II,1988,TV-PG,93 min,"Dramas, Sports Movies","When high school football coach Charlie Wedemeyer is diagnosed with Lou Gehrig's disease, he perseveres in leading his team despite becoming disabled."
994,70206822,Movie,STRANGE VOICES,Arthur Allan Seidelman,1987,NR,96 min,Dramas,"When their college-age daughter suddenly begins acting erratically and is diagnosed with schizophrenia, a desperate couple seeks treatment for her."
995,70206820,Movie,THE RYAN WHITE STORY,John Herzfeld,1989,TV-PG,94 min,Dramas,"After contracting HIV from a tainted blood treatment, teenaged hemophiliac Ryan White is forced to fight for his right to attend public school."
996,70206823,Movie,TOO YOUNG THE HERO,Buzz Kulik,1988,NR,94 min,Dramas,"Twelve-year-old Calvin manages to join the navy and serves in the battle of Guadalcanal. But when his age is revealed, the boy is sent to the brig."
997,70206824,Movie,TRIUMPH OF THE HEART,Richard Michaels,1991,TV-PG,93 min,"Dramas, Sports Movies","This drama tells the tale of Ricky Bell, a pro running back with the Tampa Bay Buccaneers who died of a muscle disease in the prime of his career."
998,70206825,Movie,UNSPEAKABLE ACTS,Linda Otto,1990,NR,95 min,Dramas,Laurie and Joseph are doctors who interview sexually abused children. With a lot of energy they track down a pedophile who has abused many toddlers.
999,70206826,Movie,VICTIM OF BEAUTY,Roger Young,1991,NR,93 min,"Dramas, Thrillers",A beauty pageant winner is stalked by a serial killer who kidnaps her sister and torments her family in this thriller based on a shocking true story.
