id,year_film,year_award,ceremony,category,nominee,title,win
5113,1997,1998,55,Best Performance by an Actress in a Supporting Role in any Motion Picture,Joan Cusack,IN & OUT,False
5114,1997,1998,55,Best Performance by an Actress in a Supporting Role in any Motion Picture,Julianne Moore,BOOGIE NIGHTS,False
5115,1997,1998,55,Best Performance by an Actress in a Supporting Role in any Motion Picture,Gloria Stuart,TITANIC,False
5116,1997,1998,55,Best Performance by an Actress in a Supporting Role in any Motion Picture,Sigourney Weaver,"ICE STORM, THE",False
5117,1997,1998,55,Best Performance by an Actor in a Supporting Role in any Motion Picture,Burt Reynolds,BOOGIE NIGHTS,True
5118,1997,1998,55,Best Performance by an Actor in a Supporting Role in any Motion Picture,Robin Williams,GOOD WILL HUNTING,False
5119,1997,1998,55,Best Performance by an Actor in a Supporting Role in any Motion Picture,Rupert Everett,MY BEST FRIEND'S WEDDING,False
5120,1997,1998,55,Best Performance by an Actor in a Supporting Role in any Motion Picture,Anthony Hopkins,AMISTAD,False
5121,1997,1998,55,Best Performance by an Actor in a Supporting Role in any Motion Picture,Greg Kinnear,AS GOOD AS IT GETS,False
5122,1997,1998,55,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jon Voight,JOHN GRISHAM'S THE RAINMAKER,False
5123,1997,1998,55,Best Director - Motion Picture,James Cameron,TITANIC,True
5124,1997,1998,55,Best Director - Motion Picture,Steven Spielberg,AMISTAD,False
5125,1997,1998,55,Best Director - Motion Picture,James L. Brooks,AS GOOD AS IT GETS,False
5126,1997,1998,55,Best Director - Motion Picture,Curtis Hanson,L.A. CONFIDENTIAL,False
5127,1997,1998,55,Best Director - Motion Picture,Jim Sheridan,"BOXER, THE",False
5128,1997,1998,55,Best Screenplay - Motion Picture,"Ben Affleck, Matt Damon",GOOD WILL HUNTING,True
5129,1997,1998,55,Best Screenplay - Motion Picture,Mark Andrus,AS GOOD AS IT GETS,False
5130,1997,1998,55,Best Screenplay - Motion Picture,Curtis Hanson,L.A. CONFIDENTIAL,False
5131,1997,1998,55,Best Screenplay - Motion Picture,James Cameron,TITANIC,False
5132,1997,1998,55,Best Screenplay - Motion Picture,Hilary Henkin,WAG THE DOG,False
5133,1997,1998,55,Best Motion Picture - Foreign Language,Ma Vie en Rose,"BELGIUM, ALAIN BERLINER",True
5134,1997,1998,55,Best Motion Picture - Foreign Language,Artemisia,"FRANCE, AGNÈS MERLET",False
5135,1997,1998,55,Best Motion Picture - Foreign Language,Lea,"GERMANY, IVAN FÍLA",False
5136,1997,1998,55,Best Motion Picture - Foreign Language,"Thief, The","RUSSIA, PAVEL CHUKHRAY",False
5137,1997,1998,55,Best Motion Picture - Foreign Language,The Best Man,"ITALY, PUPI AVATI",False
5138,1997,1998,55,Best Original Score - Motion Picture,James Horner,TITANIC,True
5139,1997,1998,55,Best Original Score - Motion Picture,Michael Nyman,GATTACA,False
5140,1997,1998,55,Best Original Score - Motion Picture,Philip Glass,KUNDUN,False
5141,1997,1998,55,Best Original Score - Motion Picture,Jerry Goldsmith,L.A. CONFIDENTIAL,False
5142,1997,1998,55,Best Original Score - Motion Picture,John Williams,SEVEN YEARS IN TIBET,False
5143,1997,1998,55,Best Original Song - Motion Picture,"""My Heart Will Go On"", James Horner, Will Jennings",TITANIC,True
5144,1997,1998,55,Best Original Song - Motion Picture,"Go the Distance, Alan Menken, David Zippel",HERCULES,False
5145,1997,1998,55,Best Original Song - Motion Picture,"""Journey to the Past"", Stephen Flaherty, Lynn Ahrens",ANASTASIA,False
5146,1997,1998,55,Best Original Song - Motion Picture,"""Once Upon a December"", Stephen Flaherty, Lynn Ahrens",ANASTASIA,False
5147,1997,1998,55,Best Original Song - Motion Picture,"""Tomorrow Never Dies"", Sheryl Crow, Mitchell Froom",TOMORROW NEVER DIES,False
5148,1997,1998,55,Best Television Series - Drama,"X-Files, The","X-FILES, THE",True
5149,1997,1998,55,Best Television Series - Drama,ER,ER,False
5150,1997,1998,55,Best Television Series - Drama,Law & Order,LAW & ORDER,False
5151,1997,1998,55,Best Television Series - Drama,NYPD Blue,NYPD BLUE,False
5152,1997,1998,55,Best Television Series - Drama,Chicago Hope,CHICAGO HOPE,False
5153,1997,1998,55,Best Television Series - Musical or Comedy,Ally McBeal,ALLY MCBEAL,True
5154,1997,1998,55,Best Television Series - Musical or Comedy,Frasier,FRASIER,False
5155,1997,1998,55,Best Television Series - Musical or Comedy,Friends,FRIENDS,False
5156,1997,1998,55,Best Television Series - Musical or Comedy,Seinfeld,SEINFELD,False
5157,1997,1998,55,Best Television Series - Musical or Comedy,Spin City,SPIN CITY,False
5158,1997,1998,55,Best Television Series - Musical or Comedy,3rd Rock From The Sun,3RD ROCK FROM THE SUN,False
5159,1997,1998,55,Best Television Limited Series or Motion Picture Made for Television,George Wallace,GEORGE WALLACE,True
5160,1997,1998,55,Best Television Limited Series or Motion Picture Made for Television,Don King: Only In America,DON KING: ONLY IN AMERICA,False
5161,1997,1998,55,Best Television Limited Series or Motion Picture Made for Television,Miss Evers' Boys,MISS EVERS' BOYS,False
5162,1997,1998,55,Best Television Limited Series or Motion Picture Made for Television,The Odyssey,THE ODYSSEY,False
5163,1997,1998,55,Best Television Limited Series or Motion Picture Made for Television,12 Angry Men (TV-1997),12 ANGRY MEN (TV-1997),False
5164,1997,1998,55,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Alfre Woodard,MISS EVERS' BOYS,True
5165,1997,1998,55,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Ellen Barkin,BEFORE WOMEN HAD WINGS,False
5166,1997,1998,55,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jena Malone,HOPE,False
5167,1997,1998,55,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Vanessa Redgrave,BELLA MAFIA,False
5168,1997,1998,55,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Meryl Streep,FIRST DO NO HARM,False
5169,1997,1998,55,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Ving Rhames,DON KING: ONLY IN AMERICA,True
5170,1997,1998,55,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Armand Assante,THE ODYSSEY,False
5171,1997,1998,55,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Jack Lemmon,12 ANGRY MEN (TV-1997),False
5172,1997,1998,55,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Matthew Modine,WHAT THE DEAF MAN HEARD,False
5173,1997,1998,55,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Gary Sinise,GEORGE WALLACE,False
5174,1997,1998,55,Best Performance by an Actress In A Television Series - Drama,Christine Lahti,CHICAGO HOPE,True
5175,1997,1998,55,Best Performance by an Actress In A Television Series - Drama,Gillian Anderson,"X-FILES, THE",False
5176,1997,1998,55,Best Performance by an Actress In A Television Series - Drama,Kim Delaney,NYPD BLUE,False
5177,1997,1998,55,Best Performance by an Actress In A Television Series - Drama,Roma Downey,TOUCHED BY AN ANGEL,False
5178,1997,1998,55,Best Performance by an Actress In A Television Series - Drama,Julianna Margulies,ER,False
5179,1997,1998,55,Best Performance by an Actor In A Television Series - Drama,Anthony Edwards,ER,True
5180,1997,1998,55,Best Performance by an Actor In A Television Series - Drama,George Clooney,ER,False
5181,1997,1998,55,Best Performance by an Actor In A Television Series - Drama,Kevin Anderson,NOTHING SACRED,False
5182,1997,1998,55,Best Performance by an Actor In A Television Series - Drama,David Duchovny,"X-FILES, THE",False
5183,1997,1998,55,Best Performance by an Actor In A Television Series - Drama,Lance Henriksen,MILLENNIUM,False
5184,1997,1998,55,Best Performance by an Actress in a Television Series - Musical or Comedy,Calista Flockhart,ALLY MCBEAL,True
5185,1997,1998,55,Best Performance by an Actress in a Television Series - Musical or Comedy,Kirstie Alley,VERONICA'S CLOSET,False
5186,1997,1998,55,Best Performance by an Actress in a Television Series - Musical or Comedy,Ellen DeGeneres,ELLEN,False
5187,1997,1998,55,Best Performance by an Actress in a Television Series - Musical or Comedy,Jenna Elfman,DHARMA & GREG,False
5188,1997,1998,55,Best Performance by an Actress in a Television Series - Musical or Comedy,Helen Hunt,MAD ABOUT YOU,False
5189,1997,1998,55,Best Performance by an Actress in a Television Series - Musical or Comedy,Brooke Shields,SUDDENLY SUSAN,False
5190,1997,1998,55,Best Performance by an Actor in a Television Series - Musical or Comedy,Michael J. Fox,SPIN CITY,True
5191,1997,1998,55,Best Performance by an Actor in a Television Series - Musical or Comedy,Kelsey Grammer,FRASIER,False
5192,1997,1998,55,Best Performance by an Actor in a Television Series - Musical or Comedy,John Lithgow,3RD ROCK FROM THE SUN,False
5193,1997,1998,55,Best Performance by an Actor in a Television Series - Musical or Comedy,Paul Reiser,MAD ABOUT YOU,False
5194,1997,1998,55,Best Performance by an Actor in a Television Series - Musical or Comedy,Jerry Seinfeld,SEINFELD,False
5195,1997,1998,55,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Angelina Jolie,GEORGE WALLACE,True
5196,1997,1998,55,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Joely Fisher,ELLEN,False
5197,1997,1998,55,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Della Reese,TOUCHED BY AN ANGEL,False
5198,1997,1998,55,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Gloria Reuben,ER,False
5199,1997,1998,55,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Mare Winningham,GEORGE WALLACE,False
5200,1997,1998,55,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",George C. Scott,12 ANGRY MEN (TV-1997),True
5201,1997,1998,55,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jason Alexander,SEINFELD,False
5202,1997,1998,55,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Michael Caine,MANDELA AND DE KLERK,False
5203,1997,1998,55,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",David Hyde-Pierce,FRASIER,False
5204,1997,1998,55,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Eriq La Salle,ER,False
5205,1997,1998,55,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Noah Wyle,ER,False
5206,1997,1998,55,Cecil B. deMille Award,Shirley MacLaine,SHIRLEY MACLAINE,False
5207,1998,1999,56,Best Motion Picture - Drama,Saving Private Ryan,SAVING PRIVATE RYAN,True
5208,1998,1999,56,Best Motion Picture - Drama,Gods and Monsters,GODS AND MONSTERS,False
5209,1998,1999,56,Best Motion Picture - Drama,"Horse Whisperer, The","HORSE WHISPERER, THE",False
5210,1998,1999,56,Best Motion Picture - Drama,The Truman Show,THE TRUMAN SHOW,False
5211,1998,1999,56,Best Motion Picture - Drama,Elizabeth,ELIZABETH,False
5212,1998,1999,56,Best Motion Picture - Musical or Comedy,Shakespeare in Love,SHAKESPEARE IN LOVE,True
5213,1998,1999,56,Best Motion Picture - Musical or Comedy,Bulworth,BULWORTH,False
5214,1998,1999,56,Best Motion Picture - Musical or Comedy,"Mask of Zorro, The","MASK OF ZORRO, THE",False
5215,1998,1999,56,Best Motion Picture - Musical or Comedy,Patch Adams,PATCH ADAMS,False
5216,1998,1999,56,Best Motion Picture - Musical or Comedy,Still Crazy,STILL CRAZY,False
5217,1998,1999,56,Best Motion Picture - Musical or Comedy,There's Something About Mary,THERE'S SOMETHING ABOUT MARY,False
5218,1998,1999,56,Best Performance by an Actress in a Motion Picture - Drama,Cate Blanchett,ELIZABETH,True
5219,1998,1999,56,Best Performance by an Actress in a Motion Picture - Drama,Fernanda Montenegro,CENTRAL STATION,False
5220,1998,1999,56,Best Performance by an Actress in a Motion Picture - Drama,Susan Sarandon,STEPMOM,False
5221,1998,1999,56,Best Performance by an Actress in a Motion Picture - Drama,Meryl Streep,ONE TRUE THING,False
5222,1998,1999,56,Best Performance by an Actress in a Motion Picture - Drama,Emily Watson,HILARY AND JACKIE,False
5223,1998,1999,56,Best Performance by an Actor in a Motion Picture - Drama,Jim Carrey,THE TRUMAN SHOW,True
5224,1998,1999,56,Best Performance by an Actor in a Motion Picture - Drama,Stephen Fry,WILDE,False
5225,1998,1999,56,Best Performance by an Actor in a Motion Picture - Drama,Tom Hanks,SAVING PRIVATE RYAN,False
5226,1998,1999,56,Best Performance by an Actor in a Motion Picture - Drama,Ian McKellen,GODS AND MONSTERS,False
5227,1998,1999,56,Best Performance by an Actor in a Motion Picture - Drama,Nick Nolte,AFFLICTION,False
5228,1998,1999,56,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Gwyneth Paltrow,SHAKESPEARE IN LOVE,True
5229,1998,1999,56,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meg Ryan,YOU'VE GOT MAIL,False
5230,1998,1999,56,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Cameron Diaz,THERE'S SOMETHING ABOUT MARY,False
5231,1998,1999,56,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jane Horrocks,LITTLE VOICE,False
5232,1998,1999,56,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Christina Ricci,"OPPOSITE OF SEX, THE",False
5233,1998,1999,56,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Michael Caine,LITTLE VOICE,True
5234,1998,1999,56,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Antonio Banderas,"MASK OF ZORRO, THE",False
5235,1998,1999,56,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Warren Beatty,BULWORTH,False
5236,1998,1999,56,Best Performance by an Actor in a Motion Picture - Musical or Comedy,John Travolta,PRIMARY COLORS,False
5237,1998,1999,56,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robin Williams,PATCH ADAMS,False
5238,1998,1999,56,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lynn Redgrave,GODS AND MONSTERS,True
5239,1998,1999,56,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kathy Bates,PRIMARY COLORS,False
5240,1998,1999,56,Best Performance by an Actress in a Supporting Role in any Motion Picture,Brenda Blethyn,LITTLE VOICE,False
5241,1998,1999,56,Best Performance by an Actress in a Supporting Role in any Motion Picture,Judi Dench,SHAKESPEARE IN LOVE,False
5242,1998,1999,56,Best Performance by an Actress in a Supporting Role in any Motion Picture,Sharon Stone,THE MIGHTY,False
5243,1998,1999,56,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ed Harris,THE TRUMAN SHOW,True
5244,1998,1999,56,Best Performance by an Actor in a Supporting Role in any Motion Picture,Robert Duvall,"CIVIL ACTION, A",False
5245,1998,1999,56,Best Performance by an Actor in a Supporting Role in any Motion Picture,Bill Murray,RUSHMORE,False
5246,1998,1999,56,Best Performance by an Actor in a Supporting Role in any Motion Picture,Geoffrey Rush,SHAKESPEARE IN LOVE,False
5247,1998,1999,56,Best Performance by an Actor in a Supporting Role in any Motion Picture,Donald Sutherland,WITHOUT LIMITS,False
5248,1998,1999,56,Best Performance by an Actor in a Supporting Role in any Motion Picture,Billy Bob Thornton,"SIMPLE PLAN, A",False
5249,1998,1999,56,Best Director - Motion Picture,Steven Spielberg,SAVING PRIVATE RYAN,True
5250,1998,1999,56,Best Director - Motion Picture,Shekhar Kapur,ELIZABETH,False
5251,1998,1999,56,Best Director - Motion Picture,John Madden,SHAKESPEARE IN LOVE,False
5252,1998,1999,56,Best Director - Motion Picture,Robert Redford,"HORSE WHISPERER, THE",False
5253,1998,1999,56,Best Director - Motion Picture,Peter Weir,THE TRUMAN SHOW,False
5254,1998,1999,56,Best Screenplay - Motion Picture,Marc Norman,SHAKESPEARE IN LOVE,True
5255,1998,1999,56,Best Screenplay - Motion Picture,Warren Beatty,BULWORTH,False
5256,1998,1999,56,Best Screenplay - Motion Picture,Todd Solondz,HAPPINESS,False
5257,1998,1999,56,Best Screenplay - Motion Picture,Robert Rodat,SAVING PRIVATE RYAN,False
5258,1998,1999,56,Best Screenplay - Motion Picture,Andrew M. Niccol,THE TRUMAN SHOW,False
5259,1998,1999,56,Best Motion Picture - Foreign Language,Central Station,"BRAZIL, WALTER SALLES",True
5260,1998,1999,56,Best Motion Picture - Foreign Language,Men With Guns,"UNITED STATES, JOHN SAYLES",False
5261,1998,1999,56,Best Motion Picture - Foreign Language,The Polish Bride,"NETHERLANDS, KARIM TRAÏDIA",False
5262,1998,1999,56,Best Motion Picture - Foreign Language,Tango,"ARGENTINA, CARLOS SAURA",False
5263,1998,1999,56,Best Motion Picture - Foreign Language,The Celebration,"DENMARK, THOMAS VINTERBERG",False
5264,1998,1999,56,Best Original Score - Motion Picture,"Burkhard Dallwitz, Philip Glass",THE TRUMAN SHOW,True
5265,1998,1999,56,Best Original Score - Motion Picture,Jerry Goldsmith,MULAN,False
5266,1998,1999,56,Best Original Score - Motion Picture,John Williams,SAVING PRIVATE RYAN,False
5267,1998,1999,56,Best Original Score - Motion Picture,Randy Newman,A BUG'S LIFE,False
5268,1998,1999,56,Best Original Score - Motion Picture,Hans Zimmer,THE PRINCE OF EGYPT,False
5269,1998,1999,56,Best Original Song - Motion Picture,"""The Prayer"", David Foster, Carole Bayer Sager, Tony Renis, Alberto Testa",QUEST FOR CAMELOT: THE MAGIC SWORD,True
5270,1998,1999,56,Best Original Song - Motion Picture,"""The Mighty"", Sting, Trevor Jones",THE MIGHTY,False
5271,1998,1999,56,Best Original Song - Motion Picture,"""When You Believe"", Stephen Schwartz",THE PRINCE OF EGYPT,False
5272,1998,1999,56,Best Original Song - Motion Picture,"""Uninvited"", Alanis Morissette",CITY OF ANGELS,False
5273,1998,1999,56,Best Original Song - Motion Picture,"Reflection, Matthew Wilder, David Zippel",MULAN,False
5274,1998,1999,56,Best Original Song - Motion Picture,"""The Flame Still Burns"", Mick Jones, Marti Frederiksen, Chris Difford",STILL CRAZY,False
5275,1998,1999,56,Best Television Series - Drama,"Practice, The","PRACTICE, THE",True
5276,1998,1999,56,Best Television Series - Drama,Law & Order,LAW & ORDER,False
5277,1998,1999,56,Best Television Series - Drama,"X-Files, The","X-FILES, THE",False
5278,1998,1999,56,Best Television Series - Drama,ER,ER,False
5279,1998,1999,56,Best Television Series - Drama,Felicity,FELICITY,False
5280,1998,1999,56,Best Television Series - Musical or Comedy,Ally McBeal,ALLY MCBEAL,True
5281,1998,1999,56,Best Television Series - Musical or Comedy,Dharma & Greg,DHARMA & GREG,False
5282,1998,1999,56,Best Television Series - Musical or Comedy,Frasier,FRASIER,False
5283,1998,1999,56,Best Television Series - Musical or Comedy,Just Shoot Me!,JUST SHOOT ME!,False
5284,1998,1999,56,Best Television Series - Musical or Comedy,Spin City,SPIN CITY,False
5285,1998,1999,56,Best Television Limited Series or Motion Picture Made for Television,From the Earth to the Moon,FROM THE EARTH TO THE MOON,True
5286,1998,1999,56,Best Television Limited Series or Motion Picture Made for Television,The Temptations,THE TEMPTATIONS,False
5287,1998,1999,56,Best Television Limited Series or Motion Picture Made for Television,The Baby Dance,THE BABY DANCE,False
5288,1998,1999,56,Best Television Limited Series or Motion Picture Made for Television,Gia,GIA,False
5289,1998,1999,56,Best Television Limited Series or Motion Picture Made for Television,Merlin,MERLIN,False
5290,1998,1999,56,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Angelina Jolie,GIA,True
5291,1998,1999,56,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Ann-Margret,LIFE OF THE PARTY: THE PAMELA HARRIMAN STORY,False
5292,1998,1999,56,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Stockard Channing,THE BABY DANCE,False
5293,1998,1999,56,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Laura Dern,THE BABY DANCE,False
5294,1998,1999,56,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Miranda Richardson,MERLIN,False
5295,1998,1999,56,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Stanley Tucci,WINCHELL,True
5296,1998,1999,56,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Peter Fonda,"TEMPEST, THE",False
5297,1998,1999,56,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Sam Neill,MERLIN,False
5298,1998,1999,56,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Bill Paxton,"BRIGHT SHINING LIE, A",False
5299,1998,1999,56,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Christopher Reeve,REAR WINDOW,False
5300,1998,1999,56,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Patrick Stewart,MOBY DICK,False
5301,1998,1999,56,Best Performance by an Actress In A Television Series - Drama,Keri Russell,FELICITY,True
5302,1998,1999,56,Best Performance by an Actress In A Television Series - Drama,Gillian Anderson,"X-FILES, THE",False
5303,1998,1999,56,Best Performance by an Actress In A Television Series - Drama,Kim Delaney,NYPD BLUE,False
5304,1998,1999,56,Best Performance by an Actress In A Television Series - Drama,Roma Downey,TOUCHED BY AN ANGEL,False
5305,1998,1999,56,Best Performance by an Actress In A Television Series - Drama,Julianna Margulies,ER,False
5306,1998,1999,56,Best Performance by an Actor In A Television Series - Drama,Dylan McDermott,"PRACTICE, THE",True
5307,1998,1999,56,Best Performance by an Actor In A Television Series - Drama,Jimmy Smits,NYPD BLUE,False
5308,1998,1999,56,Best Performance by an Actor In A Television Series - Drama,David Duchovny,"X-FILES, THE",False
5309,1998,1999,56,Best Performance by an Actor In A Television Series - Drama,Anthony Edwards,ER,False
5310,1998,1999,56,Best Performance by an Actor In A Television Series - Drama,Lance Henriksen,MILLENNIUM,False
5311,1998,1999,56,Best Performance by an Actress in a Television Series - Musical or Comedy,Jenna Elfman,DHARMA & GREG,True
5312,1998,1999,56,Best Performance by an Actress in a Television Series - Musical or Comedy,Christina Applegate,JESSE,False
5313,1998,1999,56,Best Performance by an Actress in a Television Series - Musical or Comedy,Calista Flockhart,ALLY MCBEAL,False
5314,1998,1999,56,Best Performance by an Actress in a Television Series - Musical or Comedy,Sarah Jessica Parker,SEX AND THE CITY,False
5315,1998,1999,56,Best Performance by an Actress in a Television Series - Musical or Comedy,Laura San Giacomo,JUST SHOOT ME!,False
5316,1998,1999,56,Best Performance by an Actor in a Television Series - Musical or Comedy,Michael J. Fox,SPIN CITY,True
5317,1998,1999,56,Best Performance by an Actor in a Television Series - Musical or Comedy,Kelsey Grammer,FRASIER,False
5318,1998,1999,56,Best Performance by an Actor in a Television Series - Musical or Comedy,John Lithgow,3RD ROCK FROM THE SUN,False
5319,1998,1999,56,Best Performance by an Actor in a Television Series - Musical or Comedy,George Segal,JUST SHOOT ME!,False
5320,1998,1999,56,Best Performance by an Actor in a Television Series - Musical or Comedy,Thomas Gibson,DHARMA & GREG,False
5321,1998,1999,56,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Faye Dunaway,GIA,True
5322,1998,1999,56,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Camryn Manheim,"PRACTICE, THE",True
5323,1998,1999,56,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jane Krakowski,ALLY MCBEAL,False
5324,1998,1999,56,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Wendie Malick,JUST SHOOT ME!,False
5325,1998,1999,56,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Susan Sullivan,DHARMA & GREG,False
5326,1998,1999,56,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Helena Bonham Carter,MERLIN,False
5327,1998,1999,56,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Don Cheadle,"RAT PACK, THE",True
5328,1998,1999,56,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Gregory Peck,MOBY DICK,True
5329,1998,1999,56,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Joe Mantegna,"RAT PACK, THE",False
5330,1998,1999,56,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",David Spade,JUST SHOOT ME!,False
5331,1998,1999,56,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Noah Wyle,ER,False
5332,1998,1999,56,Cecil B. deMille Award,Jack Nicholson,JACK NICHOLSON,False
5333,1999,2000,57,Best Motion Picture - Drama,American Beauty,AMERICAN BEAUTY,True
5334,1999,2000,57,Best Motion Picture - Drama,The End of the Affair,THE END OF THE AFFAIR,False
5335,1999,2000,57,Best Motion Picture - Drama,"Hurricane, The","HURRICANE, THE",False
5336,1999,2000,57,Best Motion Picture - Drama,The Insider,THE INSIDER,False
5337,1999,2000,57,Best Motion Picture - Drama,The Talented Mr. Ripley,THE TALENTED MR. RIPLEY,False
5338,1999,2000,57,Best Motion Picture - Musical or Comedy,Toy Story 2,TOY STORY 2,True
5339,1999,2000,57,Best Motion Picture - Musical or Comedy,Being John Malkovich,BEING JOHN MALKOVICH,False
5340,1999,2000,57,Best Motion Picture - Musical or Comedy,Man on the Moon,MAN ON THE MOON,False
5341,1999,2000,57,Best Motion Picture - Musical or Comedy,Notting Hill,NOTTING HILL,False
5342,1999,2000,57,Best Motion Picture - Musical or Comedy,Analyze This,ANALYZE THIS,False
5343,1999,2000,57,Best Performance by an Actress in a Motion Picture - Drama,Hilary Swank,BOYS DON'T CRY,True
5344,1999,2000,57,Best Performance by an Actress in a Motion Picture - Drama,Julianne Moore,THE END OF THE AFFAIR,False
5345,1999,2000,57,Best Performance by an Actress in a Motion Picture - Drama,Meryl Streep,MUSIC OF THE HEART,False
5346,1999,2000,57,Best Performance by an Actress in a Motion Picture - Drama,Sigourney Weaver,"MAP OF THE WORLD, A",False
5347,1999,2000,57,Best Performance by an Actress in a Motion Picture - Drama,Annette Bening,AMERICAN BEAUTY,False
5348,1999,2000,57,Best Performance by an Actor in a Motion Picture - Drama,Denzel Washington,"HURRICANE, THE",True
5349,1999,2000,57,Best Performance by an Actor in a Motion Picture - Drama,Russell Crowe,THE INSIDER,False
5350,1999,2000,57,Best Performance by an Actor in a Motion Picture - Drama,Matt Damon,THE TALENTED MR. RIPLEY,False
5351,1999,2000,57,Best Performance by an Actor in a Motion Picture - Drama,Richard Farnsworth,THE STRAIGHT STORY,False
5352,1999,2000,57,Best Performance by an Actor in a Motion Picture - Drama,Kevin Spacey,AMERICAN BEAUTY,False
5353,1999,2000,57,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Janet McTeer,TUMBLEWEEDS,True
5354,1999,2000,57,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julianne Moore,"IDEAL HUSBAND, AN",False
5355,1999,2000,57,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julia Roberts,NOTTING HILL,False
5356,1999,2000,57,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Sharon Stone,"MUSE, THE",False
5357,1999,2000,57,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Reese Witherspoon,ELECTION,False
5358,1999,2000,57,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jim Carrey,MAN ON THE MOON,True
5359,1999,2000,57,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Sean Penn,SWEET AND LOWDOWN,False
5360,1999,2000,57,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robert De Niro,ANALYZE THIS,False
5361,1999,2000,57,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Rupert Everett,"IDEAL HUSBAND, AN",False
