id,year_film,year_award,ceremony,category,nominee,title,win
1988,1972,1973,30,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Audra Lindley,BRIDGET LOVES BERNIE,False
1989,1972,1973,30,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sally Struthers,ALL IN THE FAMILY,False
1990,1972,1973,30,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Elena Verdugo,"MARCUS WELBY, M.D.",False
1991,1972,1973,30,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",James Brolin,"MARCUS WELBY, M.D.",True
1992,1972,1973,30,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Rob Reiner,ALL IN THE FAMILY,False
1993,1972,1973,30,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ed Asner,"MARY TYLER MOORE SHOW, THE",False
1994,1972,1973,30,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ted Knight,"MARY TYLER MOORE SHOW, THE",False
1995,1972,1973,30,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Harvey Korman,"CAROL BURNETT SHOW, THE",False
1996,1972,1973,30,Cecil B. deMille Award,Samuel Goldwyn,SAMUEL GOLDWYN,False
1997,1972,1973,30,New Star Of The Year - Actress,Diana Ross,LADY SINGS THE BLUES,True
1998,1972,1973,30,New Star Of The Year - Actress,Sian Barbara Allen,YOU'LL LIKE MY MOTHER,False
1999,1972,1973,30,New Star Of The Year - Actress,Marisa Berenson,CABARET,False
2000,1972,1973,30,New Star Of The Year - Actress,Mary Costa,"GREAT WALTZ, THE",False
2001,1972,1973,30,New Star Of The Year - Actress,Madeline Kahn,"WHAT'S UP, DOC?",False
2002,1972,1973,30,New Star Of The Year - Actress,Victoria Principal,"LIFE AND TIMES OF JUDGE ROY BEAN, THE",False
2003,1972,1973,30,New Star Of The Year - Actor,Edward Albert,BUTTERFLIES ARE FREE,True
2004,1972,1973,30,New Star Of The Year - Actor,Frederic Forrest,WHEN THE LEGENDS DIE,False
2005,1972,1973,30,New Star Of The Year - Actor,Kevin Hooks,SOUNDER,False
2006,1972,1973,30,New Star Of The Year - Actor,Michael Sacks,SLAUGHTERHOUSE FIVE,False
2007,1972,1973,30,New Star Of The Year - Actor,Simon Ward,YOUNG WINSTON,False
2008,1972,1973,30,Television Special - Variety Or Musical,"Life of Leonardo Da Vinci, The","LIFE OF LEONARDO DA VINCI, THE",True
2009,1972,1973,30,Television Special - Variety Or Musical,Cousteau: The Forgotten Mermaids,COUSTEAU: THE FORGOTTEN MERMAIDS,False
2010,1972,1973,30,Television Special - Variety Or Musical,Look Homeward Angel,LOOK HOMEWARD ANGEL,False
2011,1972,1973,30,Television Special - Variety Or Musical,1972 Summer Olympics,1972 SUMMER OLYMPICS,False
2012,1972,1973,30,Television Special - Variety Or Musical,"Search for the Nile, The","SEARCH FOR THE NILE, THE",False
2013,1972,1973,30,Television Movie,That Certain Summer,THAT CERTAIN SUMMER,True
2014,1972,1973,30,Television Movie,"Glass House, The","GLASS HOUSE, THE",False
2015,1972,1973,30,Television Movie,Kung Fu,KUNG FU,False
2016,1972,1973,30,Television Movie,"War of Children, A","WAR OF CHILDREN, A",False
2017,1972,1973,30,Television Movie,Footsteps,FOOTSTEPS,False
2018,1972,1973,30,Foreign Film - Foreign Language,"Sweden, Jan Troell","EMIGRANTS, THE",True
2019,1972,1973,30,Foreign Film - Foreign Language,"Sweden, Jan Troell","NEW LAND, THE",True
2020,1972,1973,30,Foreign Film - Foreign Language,"Sweden, Ingmar Bergman",CRIES AND WHISPERS,False
2021,1972,1973,30,Foreign Film - Foreign Language,"France, Luis Buñuel","DISCREET CHARM OF THE BOURGEOISIE, THE",False
2022,1972,1973,30,Foreign Film - Foreign Language,"Italy, Federico Fellini", ROMA (1972),False
2023,1972,1973,30,Foreign Film - Foreign Language,"Peru, Armando Robles Godoy",MIRAGE,False
2024,1972,1973,30,Foreign Film - English Language,"United Kingdom, Richard Attenborough",YOUNG WINSTON,True
2025,1972,1973,30,Foreign Film - English Language,"United Kingdom, Peter Medak","RULING CLASS, THE",False
2026,1972,1973,30,Foreign Film - English Language,"United Kingdom, Robert Altman",IMAGES,False
2027,1972,1973,30,Foreign Film - English Language,"United Kingdom, Jack Couffer",LIVING FREE,False
2028,1972,1973,30,Foreign Film - English Language,"United Kingdom, Brian Hutton","X, Y & ZEE",False
2029,1972,1973,30,Henrietta Award (World Film Favorites),Marlon Brando,MARLON BRANDO,True
2030,1972,1973,30,Henrietta Award (World Film Favorites),Jane Fonda,JANE FONDA,True
2031,1972,1973,30,Documentary,Elvis on Tour,ELVIS ON TOUR,True
2032,1972,1973,30,Documentary,Walls of Fire,WALLS OF FIRE,True
2033,1972,1973,30,Documentary,Marjoe,MARJOE,False
2034,1972,1973,30,Documentary,Russia,RUSSIA,False
2035,1972,1973,30,Documentary,Sapporo Winter Olympics,SAPPORO WINTER OLYMPICS,False
2036,1973,1974,31,Best Motion Picture - Drama,"Exorcist, The","EXORCIST, THE",True
2037,1973,1974,31,Best Motion Picture - Drama,"Day of the Jackal, The","DAY OF THE JACKAL, THE",False
2038,1973,1974,31,Best Motion Picture - Drama,Last Tango in Paris,LAST TANGO IN PARIS,False
2039,1973,1974,31,Best Motion Picture - Drama,Save the Tiger,SAVE THE TIGER,False
2040,1973,1974,31,Best Motion Picture - Drama,Serpico,SERPICO,False
2041,1973,1974,31,Best Motion Picture - Drama,Cinderella Liberty,CINDERELLA LIBERTY,False
2042,1973,1974,31,Best Motion Picture - Musical or Comedy,American Graffiti,AMERICAN GRAFFITI,True
2043,1973,1974,31,Best Motion Picture - Musical or Comedy,Jesus Christ Superstar,JESUS CHRIST SUPERSTAR,False
2044,1973,1974,31,Best Motion Picture - Musical or Comedy,Paper Moon,PAPER MOON,False
2045,1973,1974,31,Best Motion Picture - Musical or Comedy,Tom Sawyer,TOM SAWYER,False
2046,1973,1974,31,Best Motion Picture - Musical or Comedy,"Touch of Class, A","TOUCH OF CLASS, A",False
2047,1973,1974,31,Best Performance by an Actress in a Motion Picture - Drama,Marsha Mason,CINDERELLA LIBERTY,True
2048,1973,1974,31,Best Performance by an Actress in a Motion Picture - Drama,Ellen Burstyn,"EXORCIST, THE",False
2049,1973,1974,31,Best Performance by an Actress in a Motion Picture - Drama,Barbra Streisand,"WAY WE WERE, THE",False
2050,1973,1974,31,Best Performance by an Actress in a Motion Picture - Drama,Elizabeth Taylor,ASH WEDNESDAY,False
2051,1973,1974,31,Best Performance by an Actress in a Motion Picture - Drama,Joanne Woodward,"SUMMER WISHES, WINTER DREAMS",False
2052,1973,1974,31,Best Performance by an Actor in a Motion Picture - Drama,Al Pacino,SERPICO,True
2053,1973,1974,31,Best Performance by an Actor in a Motion Picture - Drama,Robert Blake,ELECTRA GLIDE IN BLUE,False
2054,1973,1974,31,Best Performance by an Actor in a Motion Picture - Drama,Jack Lemmon,SAVE THE TIGER,False
2055,1973,1974,31,Best Performance by an Actor in a Motion Picture - Drama,Steve McQueen,PAPILLON,False
2056,1973,1974,31,Best Performance by an Actor in a Motion Picture - Drama,Jack Nicholson,"LAST DETAIL, THE",False
2057,1973,1974,31,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Glenda Jackson,"TOUCH OF CLASS, A",True
2058,1973,1974,31,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Yvonne Elliman,JESUS CHRIST SUPERSTAR,False
2059,1973,1974,31,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Cloris Leachman,CHARLEY AND THE ANGEL,False
2060,1973,1974,31,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Tatum O'Neal,PAPER MOON,False
2061,1973,1974,31,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Liv Ullmann,40 CARATS,False
2062,1973,1974,31,Best Performance by an Actor in a Motion Picture - Musical or Comedy,George Segal,"TOUCH OF CLASS, A",True
2063,1973,1974,31,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Richard Dreyfuss,AMERICAN GRAFFITI,False
2064,1973,1974,31,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ted Neeley,JESUS CHRIST SUPERSTAR,False
2065,1973,1974,31,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ryan O'Neal,PAPER MOON,False
2066,1973,1974,31,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Carl Anderson,JESUS CHRIST SUPERSTAR,False
2067,1973,1974,31,Best Performance by an Actress in a Supporting Role in any Motion Picture,Linda Blair,"EXORCIST, THE",True
2068,1973,1974,31,Best Performance by an Actress in a Supporting Role in any Motion Picture,Valentina Cortese,DAY FOR NIGHT,False
2069,1973,1974,31,Best Performance by an Actress in a Supporting Role in any Motion Picture,Madeline Kahn,PAPER MOON,False
2070,1973,1974,31,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kate Reid,"DELICATE BALANCE, A",False
2071,1973,1974,31,Best Performance by an Actress in a Supporting Role in any Motion Picture,Sylvia Sidney,"SUMMER WISHES, WINTER DREAMS",False
2072,1973,1974,31,Best Performance by an Actor in a Supporting Role in any Motion Picture,John Houseman,"PAPER CHASE, THE",True
2073,1973,1974,31,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jack Gilford,SAVE THE TIGER,False
2074,1973,1974,31,Best Performance by an Actor in a Supporting Role in any Motion Picture,Randy Quaid,"LAST DETAIL, THE",False
2075,1973,1974,31,Best Performance by an Actor in a Supporting Role in any Motion Picture,Max von Sydow,"EXORCIST, THE",False
2076,1973,1974,31,Best Performance by an Actor in a Supporting Role in any Motion Picture,Martin Balsam,"SUMMER WISHES, WINTER DREAMS",False
2077,1973,1974,31,Best Director - Motion Picture,William Friedkin,"EXORCIST, THE",True
2078,1973,1974,31,Best Director - Motion Picture,Bernardo Bertolucci,LAST TANGO IN PARIS,False
2079,1973,1974,31,Best Director - Motion Picture,Peter Bogdanovich,PAPER MOON,False
2080,1973,1974,31,Best Director - Motion Picture,George Lucas,AMERICAN GRAFFITI,False
2081,1973,1974,31,Best Director - Motion Picture,Fred Zinnemann,"DAY OF THE JACKAL, THE",False
2082,1973,1974,31,Best Screenplay - Motion Picture,William Peter Blatty,"EXORCIST, THE",True
2083,1973,1974,31,Best Screenplay - Motion Picture,Darryl Ponicsan,CINDERELLA LIBERTY,False
2084,1973,1974,31,Best Screenplay - Motion Picture,Kenneth Ross,"DAY OF THE JACKAL, THE",False
2085,1973,1974,31,Best Screenplay - Motion Picture,David S. Ward,"STING, THE",False
2086,1973,1974,31,Best Screenplay - Motion Picture,Melvin Frank,"TOUCH OF CLASS, A",False
2087,1973,1974,31,Best Motion Picture - Foreign Language,"Pedestrian, The","WEST GERMANY, MAXIMILIAN SCHELL",True
2088,1973,1974,31,Best Motion Picture - Foreign Language,"Alfredo, Alfredo","ITALY, PIETRO GERMI",False
2089,1973,1974,31,Best Motion Picture - Foreign Language,Day for Night,"FRANCE, FRANÇOIS TRUFFAUT",False
2090,1973,1974,31,Best Motion Picture - Foreign Language,Kazablan,"ISRAEL, MENAHEM GOLAN",False
2091,1973,1974,31,Best Motion Picture - Foreign Language,State of Siege,"FRANCE, CONSTANTIN COSTA-GAVRAS",False
2092,1973,1974,31,Best Original Score - Motion Picture,Neil Diamond,JONATHAN LIVINGSTON SEAGULL,True
2093,1973,1974,31,Best Original Score - Motion Picture,Michel Legrand,BREEZY,False
2094,1973,1974,31,Best Original Score - Motion Picture,John Williams,CINDERELLA LIBERTY,False
2095,1973,1974,31,Best Original Score - Motion Picture,Georges Delerue,"DAY OF THE DOLPHIN, THE",False
2096,1973,1974,31,Best Original Score - Motion Picture,Alan Price,O LUCKY MAN!,False
2097,1973,1974,31,Best Original Score - Motion Picture,Richard M. Sherman,TOM SAWYER,False
2098,1973,1974,31,Best Original Song - Motion Picture,"Way We Were, The, Marvin Hamlisch, Alan Bergman, Marilyn Bergman","WAY WE WERE, THE",True
2099,1973,1974,31,Best Original Song - Motion Picture,"Breezy's Song, Michel Legrand, Alan Bergman, Marilyn Bergman",BREEZY,False
2100,1973,1974,31,Best Original Song - Motion Picture,"Lonely Looking Sky, Neil Diamond",JONATHAN LIVINGSTON SEAGULL,False
2101,1973,1974,31,Best Original Song - Motion Picture,"Rosa Rosa, Dov Seltzer, Haim Hefer",KAZABLAN,False
2102,1973,1974,31,Best Original Song - Motion Picture,"Send a Little Love My Way, Henry Mancini, Hal David",OKLAHOMA CRUDE,False
2103,1973,1974,31,Best Original Song - Motion Picture,"All That Love Went To Waste, George Barrie, Sammy Cahn","TOUCH OF CLASS, A",False
2104,1973,1974,31,Best Television Series - Drama,"Waltons, The","WALTONS, THE",True
2105,1973,1974,31,Best Television Series - Drama,Cannon,CANNON,False
2106,1973,1974,31,Best Television Series - Drama,Columbo,COLUMBO,False
2107,1973,1974,31,Best Television Series - Drama,Hawkins,HAWKINS,False
2108,1973,1974,31,Best Television Series - Drama,Mannix,MANNIX,False
2109,1973,1974,31,Best Television Series - Drama,Police Story,POLICE STORY,False
2110,1973,1974,31,Best Television Series - Musical or Comedy,All In The Family,ALL IN THE FAMILY,True
2111,1973,1974,31,Best Television Series - Musical or Comedy,"Carol Burnett Show, The","CAROL BURNETT SHOW, THE",False
2112,1973,1974,31,Best Television Series - Musical or Comedy,"Mary Tyler Moore Show, The","MARY TYLER MOORE SHOW, THE",False
2113,1973,1974,31,Best Television Series - Musical or Comedy,Sanford and Son,SANFORD AND SON,False
2114,1973,1974,31,Best Television Series - Musical or Comedy,The Sonny and Cher Comedy Hour,THE SONNY AND CHER COMEDY HOUR,False
2115,1973,1974,31,Best Performance by an Actress In A Television Series - Drama,Lee Remick,"BLUE KNIGHT, THE",True
2116,1973,1974,31,Best Performance by an Actress In A Television Series - Drama,Michael Learned,"WALTONS, THE",False
2117,1973,1974,31,Best Performance by an Actress In A Television Series - Drama,Julie London,EMERGENCY,False
2118,1973,1974,31,Best Performance by an Actress In A Television Series - Drama,Emily McLaughlin,GENERAL HOSPITAL,False
2119,1973,1974,31,Best Performance by an Actress In A Television Series - Drama,Susan St. James,MCMILLAN AND WIFE,False
2120,1973,1974,31,Best Performance by an Actor In A Television Series - Drama,James Stewart,HAWKINS,True
2121,1973,1974,31,Best Performance by an Actor In A Television Series - Drama,David Carradine,KUNG FU,False
2122,1973,1974,31,Best Performance by an Actor In A Television Series - Drama,Mike Connors,MANNIX,False
2123,1973,1974,31,Best Performance by an Actor In A Television Series - Drama,Peter Falk,COLUMBO,False
2124,1973,1974,31,Best Performance by an Actor In A Television Series - Drama,Richard Thomas,"WALTONS, THE",False
2125,1973,1974,31,Best Performance by an Actor In A Television Series - Drama,Robert Young,"MARCUS WELBY, M.D.",False
2126,1973,1974,31,Best Performance by an Actress in a Television Series - Musical or Comedy,Cher,THE SONNY AND CHER COMEDY HOUR,True
2127,1973,1974,31,Best Performance by an Actress in a Television Series - Musical or Comedy,Jean Stapleton,ALL IN THE FAMILY,True
2128,1973,1974,31,Best Performance by an Actress in a Television Series - Musical or Comedy,Beatrice Arthur,MAUDE,False
2129,1973,1974,31,Best Performance by an Actress in a Television Series - Musical or Comedy,Carol Burnett,"CAROL BURNETT SHOW, THE",False
2130,1973,1974,31,Best Performance by an Actress in a Television Series - Musical or Comedy,Mary Tyler Moore,"MARY TYLER MOORE SHOW, THE",False
2131,1973,1974,31,Best Performance by an Actor in a Television Series - Musical or Comedy,Jack Klugman,"ODD COUPLE, THE (1970)",True
2132,1973,1974,31,Best Performance by an Actor in a Television Series - Musical or Comedy,Alan Alda,M*A*S*H (TV SHOW),False
2133,1973,1974,31,Best Performance by an Actor in a Television Series - Musical or Comedy,Dom De Luise,LOTSA LUCK,False
2134,1973,1974,31,Best Performance by an Actor in a Television Series - Musical or Comedy,Redd Foxx,SANFORD AND SON,False
2135,1973,1974,31,Best Performance by an Actor in a Television Series - Musical or Comedy,Carroll O'Connor,ALL IN THE FAMILY,False
2136,1973,1974,31,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ellen Corby,"WALTONS, THE",True
2137,1973,1974,31,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Gail Fisher,MANNIX,False
2138,1973,1974,31,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Valerie Harper,"MARY TYLER MOORE SHOW, THE",False
2139,1973,1974,31,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sally Struthers,ALL IN THE FAMILY,False
2140,1973,1974,31,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Loretta Swit,M*A*S*H (TV SHOW),False
2141,1973,1974,31,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",McLean Stevenson,M*A*S*H (TV SHOW),True
2142,1973,1974,31,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ed Asner,"MARY TYLER MOORE SHOW, THE",False
2143,1973,1974,31,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Will Geer,"WALTONS, THE",False
2144,1973,1974,31,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Harvey Korman,"CAROL BURNETT SHOW, THE",False
2145,1973,1974,31,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Strother Martin,HAWKINS,False
