year_film,year_award,ceremony,category,nominee,title,win
1992,1993,50,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Nicolas Cage,Honeymoon In Vegas,FALSE
1992,1993,50,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Billy Crystal,Mr. Saturday Night,FALSE
1992,1993,50,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Marcello Mastroianni,Used People,FALSE
1992,1993,50,Best Performance by an Actress in a Supporting Role in any Motion Picture,Joan Plowright,Enchanted April,TRUE
1992,1993,50,Best Performance by an Actress in a Supporting Role in any Motion Picture,Geraldine Chaplin,Chaplin,FALSE
1992,1993,50,Best Performance by an Actress in a Supporting Role in any Motion Picture,Judy Davis,Husbands and Wives,FALSE
1992,1993,50,Best Performance by an Actress in a Supporting Role in any Motion Picture,Miranda Richardson,Damage,FALSE
1992,1993,50,Best Performance by an Actress in a Supporting Role in any Motion Picture,Alfre Woodard,Passion Fish,FALSE
1992,1993,50,Best Performance by an Actor in a Supporting Role in any Motion Picture,Gene Hackman,Unforgiven,TRUE
1992,1993,50,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jack Nicholson,"Few Good Men, A",FALSE
1992,1993,50,Best Performance by an Actor in a Supporting Role in any Motion Picture,Chris O'Donnell,Scent of a Woman,FALSE
1992,1993,50,Best Performance by an Actor in a Supporting Role in any Motion Picture,Al Pacino,Glengarry Glen Ross,FALSE
1992,1993,50,Best Performance by an Actor in a Supporting Role in any Motion Picture,David Paymer,Mr. Saturday Night,FALSE
1992,1993,50,Best Director - Motion Picture,Clint Eastwood,Unforgiven,TRUE
1992,1993,50,Best Director - Motion Picture,Robert Altman,"Player, The",FALSE
1992,1993,50,Best Director - Motion Picture,James Ivory,Howards End,FALSE
1992,1993,50,Best Director - Motion Picture,Robert Redford,"River Runs Through It, A",FALSE
1992,1993,50,Best Director - Motion Picture,Rob Reiner,"Few Good Men, A",FALSE
1992,1993,50,Best Screenplay - Motion Picture,Bo Goldman,Scent of a Woman,TRUE
1992,1993,50,Best Screenplay - Motion Picture,Aaron Sorkin,"Few Good Men, A",FALSE
1992,1993,50,Best Screenplay - Motion Picture,Ruth Prawer Jhabvala,Howards End,FALSE
1992,1993,50,Best Screenplay - Motion Picture,Michael Tolkin,"Player, The",FALSE
1992,1993,50,Best Screenplay - Motion Picture,David Webb Peoples,Unforgiven,FALSE
1992,1993,50,Best Motion Picture - Foreign Language,Indochine,"France, Régis Wargnier",TRUE
1992,1993,50,Best Motion Picture - Foreign Language,All The Mornings of The World,"France, Alain Corneau",FALSE
1992,1993,50,Best Motion Picture - Foreign Language,Close to Eden,"Russia, Nikita Mikhalkov",FALSE
1992,1993,50,Best Motion Picture - Foreign Language,Like Water for Chocolate,"Mexico, Alfonso Arau",FALSE
1992,1993,50,Best Motion Picture - Foreign Language,Schtonk!,"Germany, Helmut Dietl",FALSE
1992,1993,50,Best Original Score - Motion Picture,Alan Menken,Aladdin,TRUE
1992,1993,50,Best Original Score - Motion Picture,Jerry Goldsmith,Basic Instinct,FALSE
1992,1993,50,Best Original Score - Motion Picture,John Barry,Chaplin,FALSE
1992,1993,50,Best Original Score - Motion Picture,Vangelis Papathanassiou,1492: Conquest Of Paradise,FALSE
1992,1993,50,Best Original Score - Motion Picture,"Randy Edelman, Trevor Jones","Last Of The Mohicans, The",FALSE
1992,1993,50,Best Original Song - Motion Picture,"A Whole New World, Alan Menken, Tim Rice",Aladdin,TRUE
1992,1993,50,Best Original Song - Motion Picture,"Beautiful Maria of My Soul, Robert Kraft, Arne Glimcher","Mambo Kings, The",FALSE
1992,1993,50,Best Original Song - Motion Picture,"Friend Like Me, Alan Menken, Tim Rice",Aladdin,FALSE
1992,1993,50,Best Original Song - Motion Picture,"Prince Ali, Alan Menken, Tim Rice",Aladdin,FALSE
1992,1993,50,Best Original Song - Motion Picture,"This Used To Be My Playground, Madonna, Shep Pettibone","League of Their Own, A",FALSE
1992,1993,50,Best Television Series - Drama,Northern Exposure,,TRUE
1992,1993,50,Best Television Series - Drama,Homefront,,FALSE
1992,1993,50,Best Television Series - Drama,I'll Fly Away,,FALSE
1992,1993,50,Best Television Series - Drama,Sisters,,FALSE
1992,1993,50,Best Television Series - Drama,"Beverly Hills, 90210",,FALSE
1992,1993,50,Best Television Series - Musical or Comedy,Roseanne,,TRUE
1992,1993,50,Best Television Series - Musical or Comedy,Brooklyn Bridge,,FALSE
1992,1993,50,Best Television Series - Musical or Comedy,Cheers,,FALSE
1992,1993,50,Best Television Series - Musical or Comedy,Evening Shade,,FALSE
1992,1993,50,Best Television Series - Musical or Comedy,Murphy Brown,,FALSE
1992,1993,50,Best Television Limited Series or Motion Picture Made for Television,Sinatra,,TRUE
1992,1993,50,Best Television Limited Series or Motion Picture Made for Television,Danielle Steel's Jewels,,FALSE
1992,1993,50,Best Television Limited Series or Motion Picture Made for Television,Miss Rose White,,FALSE
1992,1993,50,Best Television Limited Series or Motion Picture Made for Television,Stalin,,FALSE
1992,1993,50,Best Television Limited Series or Motion Picture Made for Television,Citizen Cohn,,FALSE
1992,1993,50,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Laura Dern,Afterburn,TRUE
1992,1993,50,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Drew Barrymore,Guncrazy,FALSE
1992,1993,50,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Katharine Hepburn,"Man Upstairs, The",FALSE
1992,1993,50,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jessica Lange,O Pioneers!,FALSE
1992,1993,50,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Kyra Sedgwick,Miss Rose White,FALSE
1992,1993,50,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Robert Duvall,Stalin,TRUE
1992,1993,50,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Philip Casnoff,Sinatra,FALSE
1992,1993,50,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Jon Voight,"Last of His Tribe, The",FALSE
1992,1993,50,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,James Woods,Citizen Cohn,FALSE
1992,1993,50,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Anthony Andrews,Danielle Steel's Jewels,FALSE
1992,1993,50,Best Performance by an Actress In A Television Series - Drama,Regina Taylor,I'll Fly Away,TRUE
1992,1993,50,Best Performance by an Actress In A Television Series - Drama,Mariel Hemingway,Civil Wars,FALSE
1992,1993,50,Best Performance by an Actress In A Television Series - Drama,Angela Lansbury,"Murder, She Wrote",FALSE
1992,1993,50,Best Performance by an Actress In A Television Series - Drama,Marlee Matlin,Reasonable Doubts,FALSE
1992,1993,50,Best Performance by an Actress In A Television Series - Drama,Janine Turner,Northern Exposure,FALSE
1992,1993,50,Best Performance by an Actor In A Television Series - Drama,Sam Waterston,I'll Fly Away,TRUE
1992,1993,50,Best Performance by an Actor In A Television Series - Drama,Scott Bakula,Quantum Leap,FALSE
1992,1993,50,Best Performance by an Actor In A Television Series - Drama,Mark Harmon,Reasonable Doubts,FALSE
1992,1993,50,Best Performance by an Actor In A Television Series - Drama,Rob Morrow,Northern Exposure,FALSE
1992,1993,50,Best Performance by an Actor In A Television Series - Drama,Jason Priestley,"Beverly Hills, 90210",FALSE
1992,1993,50,Best Performance by an Actress in a Television Series - Musical or Comedy,Roseanne Barr,Roseanne,TRUE
1992,1993,50,Best Performance by an Actress in a Television Series - Musical or Comedy,Helen Hunt,Mad About You,FALSE
1992,1993,50,Best Performance by an Actress in a Television Series - Musical or Comedy,Katey Sagal,Married With Children,FALSE
1992,1993,50,Best Performance by an Actress in a Television Series - Musical or Comedy,Kirstie Alley,Cheers,FALSE
1992,1993,50,Best Performance by an Actress in a Television Series - Musical or Comedy,Candice Bergen,Murphy Brown,FALSE
1992,1993,50,Best Performance by an Actor in a Television Series - Musical or Comedy,John Goodman,Roseanne,TRUE
1992,1993,50,Best Performance by an Actor in a Television Series - Musical or Comedy,Tim Allen,Home Improvement,FALSE
1992,1993,50,Best Performance by an Actor in a Television Series - Musical or Comedy,Ted Danson,Cheers,FALSE
1992,1993,50,Best Performance by an Actor in a Television Series - Musical or Comedy,Craig T. Nelson,Coach,FALSE
1992,1993,50,Best Performance by an Actor in a Television Series - Musical or Comedy,Ed O'Neill,Married With Children,FALSE
1992,1993,50,Best Performance by an Actor in a Television Series - Musical or Comedy,Burt Reynolds,Evening Shade,FALSE
1992,1993,50,Best Performance by an Actor in a Television Series - Musical or Comedy,Will Smith,"Fresh Prince of Bel-Air, The",FALSE
1992,1993,50,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Joan Plowright,Stalin,TRUE
1992,1993,50,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Olympia Dukakis,Sinatra,FALSE
1992,1993,50,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Laurie Metcalf,Roseanne,FALSE
1992,1993,50,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Park Overall,Empty Nest,FALSE
1992,1993,50,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Amanda Plummer,Miss Rose White,FALSE
1992,1993,50,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Gena Rowlands,Crazy In Love,FALSE
1992,1993,50,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Maximilian Schell,Stalin,TRUE
1992,1993,50,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Hume Cronyn,Broadway Bound,FALSE
1992,1993,50,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Earl Holliman,Delta,FALSE
1992,1993,50,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Dean Stockwell,Quantum Leap,FALSE
1992,1993,50,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jason Alexander,Seinfeld,FALSE
1992,1993,50,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",John Corbett,Northern Exposure,FALSE
1992,1993,50,Cecil B. deMille Award,Lauren Bacall,,FALSE
1992,1993,50,Special Achievement Award,Robin Williams,Aladdin,FALSE
1993,1994,51,Best Motion Picture - Drama,Schindler's List,,TRUE
1993,1994,51,Best Motion Picture - Drama,In the Name of the Father,,FALSE
1993,1994,51,Best Motion Picture - Drama,The Piano,,FALSE
1993,1994,51,Best Motion Picture - Drama," Remains of the Day, The",,FALSE
1993,1994,51,Best Motion Picture - Drama,"Age of Innocence, The",,FALSE
1993,1994,51,Best Motion Picture - Musical or Comedy,Mrs. Doubtfire,,TRUE
1993,1994,51,Best Motion Picture - Musical or Comedy,Dave,,FALSE
1993,1994,51,Best Motion Picture - Musical or Comedy,Much Ado About Nothing,,FALSE
1993,1994,51,Best Motion Picture - Musical or Comedy,Sleepless in Seattle,,FALSE
1993,1994,51,Best Motion Picture - Musical or Comedy,Strictly Ballroom,,FALSE
1993,1994,51,Best Performance by an Actress in a Motion Picture - Drama,Holly Hunter,The Piano,TRUE
1993,1994,51,Best Performance by an Actress in a Motion Picture - Drama,Juliette Binoche,Three Colours: Blue (Trois couleurs: Bleu) ,FALSE
1993,1994,51,Best Performance by an Actress in a Motion Picture - Drama,Michelle Pfeiffer,"Age of Innocence, The",FALSE
1993,1994,51,Best Performance by an Actress in a Motion Picture - Drama,Emma Thompson," Remains of the Day, The",FALSE
1993,1994,51,Best Performance by an Actress in a Motion Picture - Drama,Debra Winger,"Dangerous Woman, A",FALSE
1993,1994,51,Best Performance by an Actor in a Motion Picture - Drama,Tom Hanks,Philadelphia,TRUE
1993,1994,51,Best Performance by an Actor in a Motion Picture - Drama,Daniel Day-Lewis,In the Name of the Father,FALSE
1993,1994,51,Best Performance by an Actor in a Motion Picture - Drama,Harrison Ford,"Fugitive, The",FALSE
1993,1994,51,Best Performance by an Actor in a Motion Picture - Drama,Anthony Hopkins," Remains of the Day, The",FALSE
1993,1994,51,Best Performance by an Actor in a Motion Picture - Drama,Liam Neeson,Schindler's List,FALSE
1993,1994,51,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Angela Bassett,What's Love Got To Do With It,TRUE
1993,1994,51,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Stockard Channing,Six Degrees of Separation,FALSE
1993,1994,51,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Anjelica Huston,Addams Family Values,FALSE
1993,1994,51,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Diane Keaton,Manhattan Murder Mystery,FALSE
1993,1994,51,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meg Ryan,Sleepless in Seattle,FALSE
1993,1994,51,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robin Williams,Mrs. Doubtfire,TRUE
1993,1994,51,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Tom Hanks,Sleepless in Seattle,FALSE
1993,1994,51,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Kevin Kline,Dave,FALSE
1993,1994,51,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Colm Meaney,"Snapper, The",FALSE
1993,1994,51,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Johnny Depp,Benny & Joon,FALSE
1993,1994,51,Best Performance by an Actress in a Supporting Role in any Motion Picture,Winona Ryder,"Age of Innocence, The",TRUE
1993,1994,51,Best Performance by an Actress in a Supporting Role in any Motion Picture,Penelope Ann Miller,Carlito's Way,FALSE
1993,1994,51,Best Performance by an Actress in a Supporting Role in any Motion Picture,Anna Paquin,The Piano,FALSE
1993,1994,51,Best Performance by an Actress in a Supporting Role in any Motion Picture,Rosie Perez,Fearless,FALSE
1993,1994,51,Best Performance by an Actress in a Supporting Role in any Motion Picture,Emma Thompson,In the Name of the Father,FALSE
1993,1994,51,Best Performance by an Actor in a Supporting Role in any Motion Picture,Tommy Lee Jones,"Fugitive, The",TRUE
1993,1994,51,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ralph Fiennes,Schindler's List,FALSE
1993,1994,51,Best Performance by an Actor in a Supporting Role in any Motion Picture,John Malkovich,In the Line of Fire,FALSE
1993,1994,51,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sean Penn,Carlito's Way,FALSE
1993,1994,51,Best Performance by an Actor in a Supporting Role in any Motion Picture,Leonardo DiCaprio,What's Eating Gilbert Grape,FALSE
1993,1994,51,Best Director - Motion Picture,Steven Spielberg,Schindler's List,TRUE
1993,1994,51,Best Director - Motion Picture,Jane Campion,The Piano,FALSE
1993,1994,51,Best Director - Motion Picture,Andrew Davis,"Fugitive, The",FALSE
1993,1994,51,Best Director - Motion Picture,James Ivory," Remains of the Day, The",FALSE
