year_film,year_award,ceremony,category,nominee,title,win
1990,1991,48,Best Performance by an Actress in a Motion Picture - Drama,Joanne Woodward,Mr. & Mrs. Bridge,FALSE
1990,1991,48,Best Performance by an Actress in a Motion Picture - Drama,Anjelica Huston,"Grifters, The",FALSE
1990,1991,48,Best Performance by an Actor in a Motion Picture - Drama,Jeremy Irons,Reversal of Fortune,TRUE
1990,1991,48,Best Performance by an Actor in a Motion Picture - Drama,Kevin Costner,Dances with Wolves,FALSE
1990,1991,48,Best Performance by an Actor in a Motion Picture - Drama,Richard Harris,"Field, The",FALSE
1990,1991,48,Best Performance by an Actor in a Motion Picture - Drama,Al Pacino,"Godfather Part III, The",FALSE
1990,1991,48,Best Performance by an Actor in a Motion Picture - Drama,Robin Williams,Awakenings,FALSE
1990,1991,48,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julia Roberts,Pretty Woman,TRUE
1990,1991,48,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Mia Farrow,Alice (1990),FALSE
1990,1991,48,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Andie MacDowell,Green Card,FALSE
1990,1991,48,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Demi Moore,Ghost,FALSE
1990,1991,48,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meryl Streep,Postcards From The Edge,FALSE
1990,1991,48,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Gérard Depardieu,Green Card,TRUE
1990,1991,48,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Patrick Swayze,Ghost,FALSE
1990,1991,48,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Macaulay Culkin,Home Alone,FALSE
1990,1991,48,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Johnny Depp,Edward Scissorhands,FALSE
1990,1991,48,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Richard Gere,Pretty Woman,FALSE
1990,1991,48,Best Performance by an Actress in a Supporting Role in any Motion Picture,Whoopi Goldberg,Ghost,TRUE
1990,1991,48,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lorraine Bracco,GoodFellas,FALSE
1990,1991,48,Best Performance by an Actress in a Supporting Role in any Motion Picture,Diane Ladd,Wild at Heart,FALSE
1990,1991,48,Best Performance by an Actress in a Supporting Role in any Motion Picture,Shirley MacLaine,Postcards From The Edge,FALSE
1990,1991,48,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mary McDonnell,Dances with Wolves,FALSE
1990,1991,48,Best Performance by an Actress in a Supporting Role in any Motion Picture,Winona Ryder,Mermaids,FALSE
1990,1991,48,Best Performance by an Actor in a Supporting Role in any Motion Picture,Bruce Davison,Longtime Companion,TRUE
1990,1991,48,Best Performance by an Actor in a Supporting Role in any Motion Picture,Al Pacino,Dick Tracy,FALSE
1990,1991,48,Best Performance by an Actor in a Supporting Role in any Motion Picture,Joe Pesci,GoodFellas,FALSE
1990,1991,48,Best Performance by an Actor in a Supporting Role in any Motion Picture,Armand Assante,Q & A,FALSE
1990,1991,48,Best Performance by an Actor in a Supporting Role in any Motion Picture,Hector Elizondo,Pretty Woman,FALSE
1990,1991,48,Best Performance by an Actor in a Supporting Role in any Motion Picture,Andy Garcia,"Godfather Part III, The",FALSE
1990,1991,48,Best Director - Motion Picture,Kevin Costner,Dances with Wolves,TRUE
1990,1991,48,Best Director - Motion Picture,Bernardo Bertolucci,"Sheltering Sky, The",FALSE
1990,1991,48,Best Director - Motion Picture,Francis Ford Coppola,"Godfather Part III, The",FALSE
1990,1991,48,Best Director - Motion Picture,Barbet Schroeder,Reversal of Fortune,FALSE
1990,1991,48,Best Director - Motion Picture,Martin Scorsese,GoodFellas,FALSE
1990,1991,48,Best Screenplay - Motion Picture,Michael Blake,Dances with Wolves,TRUE
1990,1991,48,Best Screenplay - Motion Picture,Barry Levinson,Avalon,FALSE
1990,1991,48,Best Screenplay - Motion Picture,Francis Ford Coppola,"Godfather Part III, The",FALSE
1990,1991,48,Best Screenplay - Motion Picture,Nicholas Pileggi,GoodFellas,FALSE
1990,1991,48,Best Screenplay - Motion Picture,Nicholas Kazan,Reversal of Fortune,FALSE
1990,1991,48,Best Motion Picture - Foreign Language,Cyrano De Bergerac (1990),"France, Jean-Paul Rappeneau",TRUE
1990,1991,48,Best Motion Picture - Foreign Language,"Nasty Girl, The","Germany, Michael Verhoeven",FALSE
1990,1991,48,Best Motion Picture - Foreign Language,Requiem For Dominic,"Austria, Robert Dornhelm",FALSE
1990,1991,48,Best Motion Picture - Foreign Language,Taxi Blues,"United Soviet Socialist Republics, Pavel Lungin ",FALSE
1990,1991,48,Best Motion Picture - Foreign Language,Akira Kurosawa's Dreams,"Japan, Akira Kurosawa",FALSE
1990,1991,48,Best Original Score - Motion Picture,"Richard Horowitz, Ryuichi Sakamoto","Sheltering Sky, The",TRUE
1990,1991,48,Best Original Score - Motion Picture,John Barry,Dances with Wolves,FALSE
1990,1991,48,Best Original Score - Motion Picture,Carmine Coppola,"Godfather Part III, The",FALSE
1990,1991,48,Best Original Score - Motion Picture,Dave Grusin,Havana,FALSE
1990,1991,48,Best Original Score - Motion Picture,Randy Newman,Avalon,FALSE
1990,1991,48,Best Original Song - Motion Picture,"Blaze of Glory, Jon Bon Jovi",Young Guns II,TRUE
1990,1991,48,Best Original Song - Motion Picture,"I'm Checkin' Out, Shel Silverstein",Postcards From The Edge,FALSE
1990,1991,48,Best Original Song - Motion Picture,"Promise Me You'll Remember, Carmine Coppola, John Bettis","Godfather Part III, The",FALSE
1990,1991,48,Best Original Song - Motion Picture,"Sooner or Later (I Always Get My Man), Stephen Sondheim",Dick Tracy,FALSE
1990,1991,48,Best Original Song - Motion Picture,"What Can You Lose?, Stephen Sondheim",Dick Tracy,FALSE
1990,1991,48,Best Television Series - Drama,Twin Peaks,,TRUE
1990,1991,48,Best Television Series - Drama,China Beach,,FALSE
1990,1991,48,Best Television Series - Drama,In The Heat of the Night (TV),,FALSE
1990,1991,48,Best Television Series - Drama,L.A. Law,,FALSE
1990,1991,48,Best Television Series - Drama,Thirtysomething,,FALSE
1990,1991,48,Best Television Series - Musical or Comedy,Cheers,,TRUE
1990,1991,48,Best Television Series - Musical or Comedy,"Golden Girls, The",,FALSE
1990,1991,48,Best Television Series - Musical or Comedy,Married With Children,,FALSE
1990,1991,48,Best Television Series - Musical or Comedy,Murphy Brown,,FALSE
1990,1991,48,Best Television Series - Musical or Comedy,Designing Women,,FALSE
1990,1991,48,Best Television Limited Series or Motion Picture Made for Television,Decoration Day,,TRUE
1990,1991,48,Best Television Limited Series or Motion Picture Made for Television,Caroline?,,FALSE
1990,1991,48,Best Television Limited Series or Motion Picture Made for Television,Family of Spies,,FALSE
1990,1991,48,Best Television Limited Series or Motion Picture Made for Television,"Kennedys of Massachusetts, The",,FALSE
1990,1991,48,Best Television Limited Series or Motion Picture Made for Television,"Phantom of the Opera, The",,FALSE
1990,1991,48,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Barbara Hershey,"Killing in a Small Town, A",TRUE
1990,1991,48,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Annette O'Toole,"Kennedys of Massachusetts, The",FALSE
1990,1991,48,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Suzanne Pleshette,Leona Helmsley: The Queen of Mean,FALSE
1990,1991,48,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Lesley Ann Warren,Family of Spies,FALSE
1990,1991,48,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Stephanie Zimbalist,Caroline?,FALSE
1990,1991,48,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,James Garner,Decoration Day,TRUE
1990,1991,48,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Burt Lancaster,"Phantom of the Opera, The",FALSE
1990,1991,48,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Ricky/Rick Schroder,"Stranger Within, The",FALSE
1990,1991,48,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Steven Bauer,Drug Wars: The Camarena Story,FALSE
1990,1991,48,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Michael Caine,Jekyll & Hyde,FALSE
1990,1991,48,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Tom Hulce,Murder In Mississippi,FALSE
1990,1991,48,Best Performance by an Actress In A Television Series - Drama,Sharon Gless,"Trials of Rosie O'Neill, The",TRUE
1990,1991,48,Best Performance by an Actress In A Television Series - Drama,Patricia Wettig,Thirtysomething,TRUE
1990,1991,48,Best Performance by an Actress In A Television Series - Drama,Susan Dey,L.A. Law,FALSE
1990,1991,48,Best Performance by an Actress In A Television Series - Drama,Jill Eikenberry,L.A. Law,FALSE
1990,1991,48,Best Performance by an Actress In A Television Series - Drama,Angela Lansbury,"Murder, She Wrote",FALSE
1990,1991,48,Best Performance by an Actress In A Television Series - Drama,Dana Delaney,China Beach,FALSE
1990,1991,48,Best Performance by an Actor In A Television Series - Drama,Kyle MacLachlan,Twin Peaks,TRUE
1990,1991,48,Best Performance by an Actor In A Television Series - Drama,Scott Bakula,Quantum Leap,FALSE
1990,1991,48,Best Performance by an Actor In A Television Series - Drama,Peter Falk,Columbo,FALSE
1990,1991,48,Best Performance by an Actor In A Television Series - Drama,James Earl Jones,Gabriel's Fire,FALSE
1990,1991,48,Best Performance by an Actor In A Television Series - Drama,Carroll O'Connor,In The Heat of the Night (TV),FALSE
1990,1991,48,Best Performance by an Actress in a Television Series - Musical or Comedy,Kirstie Alley,Cheers,TRUE
1990,1991,48,Best Performance by an Actress in a Television Series - Musical or Comedy,Candice Bergen,Murphy Brown,FALSE
1990,1991,48,Best Performance by an Actress in a Television Series - Musical or Comedy,Carol Burnett,Carol & Company,FALSE
1990,1991,48,Best Performance by an Actress in a Television Series - Musical or Comedy,Roseanne Barr,Roseanne,FALSE
1990,1991,48,Best Performance by an Actress in a Television Series - Musical or Comedy,Katey Sagal,Married With Children,FALSE
1990,1991,48,Best Performance by an Actor in a Television Series - Musical or Comedy,Ted Danson,Cheers,TRUE
1990,1991,48,Best Performance by an Actor in a Television Series - Musical or Comedy,Fred Savage,"Wonder Years, The",FALSE
1990,1991,48,Best Performance by an Actor in a Television Series - Musical or Comedy,John Goodman,Roseanne,FALSE
1990,1991,48,Best Performance by an Actor in a Television Series - Musical or Comedy,Richard Mulligan,Empty Nest,FALSE
1990,1991,48,Best Performance by an Actor in a Television Series - Musical or Comedy,Burt Reynolds,Evening Shade,FALSE
1990,1991,48,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Piper Laurie,Twin Peaks,TRUE
1990,1991,48,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sherilyn Fenn,Twin Peaks,FALSE
1990,1991,48,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Faith Ford,Murphy Brown,FALSE
1990,1991,48,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Marg Helgenberger,China Beach,FALSE
1990,1991,48,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Park Overall,Empty Nest,FALSE
1990,1991,48,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Charles Durning,"Kennedys of Massachusetts, The",TRUE
1990,1991,48,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Barry Miller,Equal Justice,FALSE
1990,1991,48,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jimmy Smits,L.A. Law,FALSE
1990,1991,48,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Dean Stockwell,Quantum Leap,FALSE
1990,1991,48,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Blair Underwood,L.A. Law,FALSE
1990,1991,48,Cecil B. deMille Award,Jack Lemmon,,FALSE
1991,1992,49,Best Motion Picture - Drama,Bugsy,,TRUE
1991,1992,49,Best Motion Picture - Drama,JFK,,FALSE
1991,1992,49,Best Motion Picture - Drama,"Prince of Tides, The",,FALSE
1991,1992,49,Best Motion Picture - Drama,"Silence of the Lambs, The",,FALSE
1991,1992,49,Best Motion Picture - Drama,Thelma & Louise,,FALSE
1991,1992,49,Best Motion Picture - Musical or Comedy,Beauty and the Beast,,TRUE
1991,1992,49,Best Motion Picture - Musical or Comedy,"Commitments, The",,FALSE
1991,1992,49,Best Motion Picture - Musical or Comedy,"Fisher King, The",,FALSE
1991,1992,49,Best Motion Picture - Musical or Comedy,Fried Green Tomatoes,,FALSE
1991,1992,49,Best Motion Picture - Musical or Comedy,City Slickers,,FALSE
1991,1992,49,Best Performance by an Actress in a Motion Picture - Drama,Jodie Foster,"Silence of the Lambs, The",TRUE
1991,1992,49,Best Performance by an Actress in a Motion Picture - Drama,Geena Davis,Thelma & Louise,FALSE
1991,1992,49,Best Performance by an Actress in a Motion Picture - Drama,Laura Dern,Rambling Rose,FALSE
1991,1992,49,Best Performance by an Actress in a Motion Picture - Drama,Susan Sarandon,Thelma & Louise,FALSE
1991,1992,49,Best Performance by an Actress in a Motion Picture - Drama,Annette Bening,Bugsy,FALSE
1991,1992,49,Best Performance by an Actor in a Motion Picture - Drama,Nick Nolte,"Prince of Tides, The",TRUE
1991,1992,49,Best Performance by an Actor in a Motion Picture - Drama,Warren Beatty,Bugsy,FALSE
1991,1992,49,Best Performance by an Actor in a Motion Picture - Drama,Kevin Costner,JFK,FALSE
1991,1992,49,Best Performance by an Actor in a Motion Picture - Drama,Robert De Niro,Cape Fear,FALSE
1991,1992,49,Best Performance by an Actor in a Motion Picture - Drama,Anthony Hopkins,"Silence of the Lambs, The",FALSE
1991,1992,49,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Bette Midler,For The Boys,TRUE
1991,1992,49,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Ellen Barkin,Switch,FALSE
1991,1992,49,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Kathy Bates,Fried Green Tomatoes,FALSE
1991,1992,49,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Anjelica Huston,"Addams Family, The",FALSE
1991,1992,49,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Michelle Pfeiffer,Frankie & Johnny,FALSE
1991,1992,49,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robin Williams,"Fisher King, The",TRUE
1991,1992,49,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Billy Crystal,City Slickers,FALSE
1991,1992,49,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Dustin Hoffman,Hook,FALSE
1991,1992,49,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Kevin Kline,Soapdish,FALSE
1991,1992,49,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jeff Bridges,"Fisher King, The",FALSE
1991,1992,49,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mercedes Ruehl,"Fisher King, The",TRUE
1991,1992,49,Best Performance by an Actress in a Supporting Role in any Motion Picture,Diane Ladd,Rambling Rose,FALSE
1991,1992,49,Best Performance by an Actress in a Supporting Role in any Motion Picture,Juliette Lewis,Cape Fear,FALSE
1991,1992,49,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jessica Tandy,Fried Green Tomatoes,FALSE
1991,1992,49,Best Performance by an Actress in a Supporting Role in any Motion Picture,Nicole Kidman,Billy Bathgate,FALSE
1991,1992,49,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jack Palance,City Slickers,TRUE
1991,1992,49,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ned Beatty,Hear My Song,FALSE
1991,1992,49,Best Performance by an Actor in a Supporting Role in any Motion Picture,John Goodman,Barton Fink,FALSE
1991,1992,49,Best Performance by an Actor in a Supporting Role in any Motion Picture,Harvey Keitel,Bugsy,FALSE
1991,1992,49,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ben Kingsley,Bugsy,FALSE
1991,1992,49,Best Director - Motion Picture,Oliver Stone,JFK,TRUE
1991,1992,49,Best Director - Motion Picture,Jonathan Demme,"Silence of the Lambs, The",FALSE
1991,1992,49,Best Director - Motion Picture,Terry Gilliam,"Fisher King, The",FALSE
1991,1992,49,Best Director - Motion Picture,Barry Levinson,Bugsy,FALSE
1991,1992,49,Best Director - Motion Picture,Barbra Streisand,"Prince of Tides, The",FALSE
1991,1992,49,Best Screenplay - Motion Picture,Callie Khouri,Thelma & Louise,TRUE
1991,1992,49,Best Screenplay - Motion Picture,James Toback,Bugsy,FALSE
1991,1992,49,Best Screenplay - Motion Picture,Lawrence Kasdan,Grand Canyon,FALSE
1991,1992,49,Best Screenplay - Motion Picture,Ted Tally,"Silence of the Lambs, The",FALSE
1991,1992,49,Best Screenplay - Motion Picture,"Oliver Stone, Zachary Sklar",JFK,FALSE
1991,1992,49,Best Motion Picture - Foreign Language,Europa Europa,"Germany, Agnieszka Holland",TRUE
1991,1992,49,Best Motion Picture - Foreign Language,The Double Life of Veronique,"France, Krzysztof Kieslowski",FALSE
1991,1992,49,Best Motion Picture - Foreign Language,"Femme Nikita, La","France, Luc Besson",FALSE
1991,1992,49,Best Motion Picture - Foreign Language,High Heels,"Spain, Pedro Almodóvar",FALSE
1991,1992,49,Best Motion Picture - Foreign Language,Lost in Siberia,"United Soviet Socialist Republics, Alexander Mitta ",FALSE
1991,1992,49,Best Motion Picture - Foreign Language,Madame Bovary,"France, Claude Chabrol",FALSE
1991,1992,49,Best Original Score - Motion Picture,Alan Menken,Beauty and the Beast,TRUE
1991,1992,49,Best Original Score - Motion Picture,Ennio Morricone,Bugsy,FALSE
1991,1992,49,Best Original Score - Motion Picture,Patrick Doyle,Dead Again,FALSE
1991,1992,49,Best Original Score - Motion Picture,Dave Grusin,For The Boys,FALSE
1991,1992,49,Best Original Score - Motion Picture,Michael Kamen,Robin Hood: Prince of Thieves,FALSE
1991,1992,49,Best Original Score - Motion Picture,Zbigniew Preisner,At Play in the Fields of the Lord,FALSE
1991,1992,49,Best Original Song - Motion Picture,"Beauty and the Beast, Alan Menken, Howard Ashman",Beauty and the Beast,TRUE
1991,1992,49,Best Original Song - Motion Picture,"(Everything I Do) I Do It For You, Michael Kamen, Bryan Adams, Robert John Lange",Robin Hood: Prince of Thieves,FALSE
1991,1992,49,Best Original Song - Motion Picture,"Tears in Heaven, Eric Clapton, Will Jennings",Rush (1991),FALSE
1991,1992,49,Best Original Song - Motion Picture,"Be Our Guest, Alan Menken, Howard Ashman",Beauty and the Beast,FALSE
1991,1992,49,Best Original Song - Motion Picture,"Dreams to Dream, James Horner, Will Jennings","American Tail, An : Fievel Goes West",FALSE
1991,1992,49,Best Television Series - Drama,Northern Exposure,,TRUE
1991,1992,49,Best Television Series - Drama,"Beverly Hills, 90210",,FALSE
1991,1992,49,Best Television Series - Drama,I'll Fly Away,,FALSE
1991,1992,49,Best Television Series - Drama,L.A. Law,,FALSE
1991,1992,49,Best Television Series - Drama,Law & Order,,FALSE
1991,1992,49,Best Television Series - Musical or Comedy,Brooklyn Bridge,,TRUE
1991,1992,49,Best Television Series - Musical or Comedy,Cheers,,FALSE
1991,1992,49,Best Television Series - Musical or Comedy,Evening Shade,,FALSE
1991,1992,49,Best Television Series - Musical or Comedy,"Golden Girls, The",,FALSE
1991,1992,49,Best Television Series - Musical or Comedy,Murphy Brown,,FALSE
1991,1992,49,Best Television Limited Series or Motion Picture Made for Television,One Against The Wind,,TRUE
1991,1992,49,Best Television Limited Series or Motion Picture Made for Television,In a Child's Name,,FALSE
1991,1992,49,Best Television Limited Series or Motion Picture Made for Television,"Josephine Baker Story, The",,FALSE
1991,1992,49,Best Television Limited Series or Motion Picture Made for Television,"Sarah, Plain and Tall",,FALSE
1991,1992,49,Best Television Limited Series or Motion Picture Made for Television,Separate But Equal,,FALSE
1991,1992,49,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Judy Davis,One Against The Wind,TRUE
1991,1992,49,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Lynn Whitfield,"Josephine Baker Story, The",FALSE
1991,1992,49,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Glenn Close,"Sarah, Plain and Tall",FALSE
1991,1992,49,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Sally Kirkland,"Haunted, The",FALSE
1991,1992,49,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jessica Tandy,"Story Lady, The",FALSE
1991,1992,49,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Beau Bridges,Without Warning: The James Brady Story,TRUE
1991,1992,49,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Sam Elliott,Conagher,FALSE
1991,1992,49,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Peter Falk,Columbo and The Murder of a Rock Star,FALSE
1991,1992,49,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Sam Neill,One Against The Wind,FALSE
1991,1992,49,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Sidney Poitier,Separate But Equal,FALSE
1991,1992,49,Best Performance by an Actress In A Television Series - Drama,Angela Lansbury,"Murder, She Wrote",TRUE
1991,1992,49,Best Performance by an Actress In A Television Series - Drama,Susan Dey,L.A. Law,FALSE
1991,1992,49,Best Performance by an Actress In A Television Series - Drama,Sharon Gless,"Trials of Rosie O'Neill, The",FALSE
1991,1992,49,Best Performance by an Actress In A Television Series - Drama,Marlee Matlin,Reasonable Doubts,FALSE
1991,1992,49,Best Performance by an Actress In A Television Series - Drama,Janine Turner,Northern Exposure,FALSE
1991,1992,49,Best Performance by an Actor In A Television Series - Drama,Scott Bakula,Quantum Leap,TRUE
1991,1992,49,Best Performance by an Actor In A Television Series - Drama,Carroll O'Connor,In The Heat of the Night (TV),FALSE
1991,1992,49,Best Performance by an Actor In A Television Series - Drama,Sam Waterston,I'll Fly Away,FALSE
1991,1992,49,Best Performance by an Actor In A Television Series - Drama,Mark Harmon,Reasonable Doubts,FALSE
1991,1992,49,Best Performance by an Actor In A Television Series - Drama,James Earl Jones,Pros & Cons,FALSE
1991,1992,49,Best Performance by an Actor In A Television Series - Drama,Rob Morrow,Northern Exposure,FALSE
1991,1992,49,Best Performance by an Actress in a Television Series - Musical or Comedy,Candice Bergen,Murphy Brown,TRUE
1991,1992,49,Best Performance by an Actress in a Television Series - Musical or Comedy,Kirstie Alley,Cheers,FALSE
1991,1992,49,Best Performance by an Actress in a Television Series - Musical or Comedy,Jamie Lee Curtis,Anything But Love,FALSE
1991,1992,49,Best Performance by an Actress in a Television Series - Musical or Comedy,Roseanne Barr,Roseanne,FALSE
1991,1992,49,Best Performance by an Actress in a Television Series - Musical or Comedy,Katey Sagal,Married With Children,FALSE
1991,1992,49,Best Performance by an Actor in a Television Series - Musical or Comedy,Burt Reynolds,Evening Shade,TRUE
1991,1992,49,Best Performance by an Actor in a Television Series - Musical or Comedy,Ed O'Neill,Married With Children,FALSE
1991,1992,49,Best Performance by an Actor in a Television Series - Musical or Comedy,Ted Danson,Cheers,FALSE
1991,1992,49,Best Performance by an Actor in a Television Series - Musical or Comedy,Neil Patrick Harris,"Doogie Howser, M.D.",FALSE
1991,1992,49,Best Performance by an Actor in a Television Series - Musical or Comedy,Craig T. Nelson,Coach,FALSE
1991,1992,49,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Amanda Donohoe,L.A. Law,TRUE
1991,1992,49,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Rhea Perlman,Cheers,FALSE
1991,1992,49,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jean Stapleton,Fire In The Dark,FALSE
1991,1992,49,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sammi Davis-Voss,Homefront,FALSE
1991,1992,49,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Faith Ford,Murphy Brown,FALSE
1991,1992,49,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Estelle Getty,"Golden Girls, The",FALSE
1991,1992,49,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Park Overall,Empty Nest,FALSE
1991,1992,49,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Louis Gossett Jr.,"Josephine Baker Story, The",TRUE
1991,1992,49,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Larry Drake,L.A. Law,FALSE
1991,1992,49,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Michael Jeter,Evening Shade,FALSE
1991,1992,49,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Richard Kiley,Separate But Equal,FALSE
1991,1992,49,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Dean Stockwell,Quantum Leap,FALSE
1991,1992,49,Cecil B. deMille Award,Robert Mitchum,,FALSE
1992,1993,50,Best Motion Picture - Drama,Scent of a Woman,,TRUE
1992,1993,50,Best Motion Picture - Drama,"Few Good Men, A",,FALSE
1992,1993,50,Best Motion Picture - Drama,Howards End,,FALSE
1992,1993,50,Best Motion Picture - Drama,Unforgiven,,FALSE
1992,1993,50,Best Motion Picture - Drama,"Crying Game, The",,FALSE
1992,1993,50,Best Motion Picture - Musical or Comedy,"Player, The",,TRUE
1992,1993,50,Best Motion Picture - Musical or Comedy,Aladdin,,FALSE
1992,1993,50,Best Motion Picture - Musical or Comedy,Enchanted April,,FALSE
1992,1993,50,Best Motion Picture - Musical or Comedy,Honeymoon In Vegas,,FALSE
1992,1993,50,Best Motion Picture - Musical or Comedy,Sister Act,,FALSE
1992,1993,50,Best Performance by an Actress in a Motion Picture - Drama,Emma Thompson,Howards End,TRUE
1992,1993,50,Best Performance by an Actress in a Motion Picture - Drama,Mary McDonnell,Passion Fish,FALSE
1992,1993,50,Best Performance by an Actress in a Motion Picture - Drama,Michelle Pfeiffer,Love Field,FALSE
1992,1993,50,Best Performance by an Actress in a Motion Picture - Drama,Susan Sarandon,Lorenzo's Oil,FALSE
1992,1993,50,Best Performance by an Actress in a Motion Picture - Drama,Sharon Stone,Basic Instinct,FALSE
1992,1993,50,Best Performance by an Actor in a Motion Picture - Drama,Al Pacino,Scent of a Woman,TRUE
1992,1993,50,Best Performance by an Actor in a Motion Picture - Drama,Tom Cruise,"Few Good Men, A",FALSE
1992,1993,50,Best Performance by an Actor in a Motion Picture - Drama,Robert Downey Jr.,Chaplin,FALSE
1992,1993,50,Best Performance by an Actor in a Motion Picture - Drama,Jack Nicholson,Hoffa,FALSE
1992,1993,50,Best Performance by an Actor in a Motion Picture - Drama,Denzel Washington,Malcolm X,FALSE
1992,1993,50,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Miranda Richardson,Enchanted April,TRUE
1992,1993,50,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Geena Davis,"League of Their Own, A",FALSE
1992,1993,50,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Whoopi Goldberg,Sister Act,FALSE
1992,1993,50,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Shirley MacLaine,Used People,FALSE
1992,1993,50,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meryl Streep,Death Becomes Her,FALSE
1992,1993,50,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Tim Robbins,"Player, The",TRUE
1992,1993,50,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Tim Robbins,Bob Roberts,FALSE
